investigation_id,title,analyst,related_account_id,status,severity,opened_at,closed_at,summary,detailed_notes,source_methods
INV-00133,Malware C2 callback,s.delgado,ACC-001485,escalated,high,2025-10-27 23:12:51,2026-01-16 21:47:41,Reviewed high malware delivery signal cluster; contained; host isolated.,Pivoted from ISAC Share feed. Observed malware_callback and geo_velocity. Enriched 12 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 2 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: source A reliability B2.,Honeypot telemetry; collection method endpoint memory capture.
INV-00134,Automated alert triage,j.fletcher,ACC-001923,open,high,2026-05-28 09:21:33,,Reviewed high benign signal cluster; closed as benign; false positive.,Pivoted from Mandiant feed. Observed new_device_burst. Pulled the account risk score (band high). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: sub-judice — legal hold.,Confidential partner feed; collection method passive DNS.
INV-00135,Confirmed account takeover,j.fletcher,ACC-001337,open,critical,2025-08-03 21:59:29,2025-09-26 17:54:58,Triaged critical account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from ISAC Share feed. Observed mfa_fatigue. Pulled the account risk score (band medium); assessed blast radius across 3 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method endpoint memory capture.
INV-00136,Phishing wave,p.novak,,escalated,low,2026-04-13 21:46:56,2026-06-01 10:29:34,Triaged low phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Mandiant feed. Observed suspicious_oauth_grant. Pulled the account risk score (band critical). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method undercover channel.
INV-00137,Automated alert triage,p.novak,,open,medium,2025-12-31 07:58:39,2026-02-15 16:29:25,Reviewed medium benign signal cluster; closed as benign; false positive.,Pivoted from Abuse.ch feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band high). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: sub-judice — legal hold.,Honeypot telemetry; collection method passive DNS.
INV-00138,Anomalous login reviewed,a.okafor,ACC-001129,false_positive,critical,2026-04-12 22:35:16,2026-05-21 13:43:39,Reviewed critical benign signal cluster; closed as benign; false positive.,Pivoted from CrowdStrike Falcon X feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band low). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: source A reliability B2.,Court-ordered log pull; collection method undercover channel.
INV-00139,Bulk account creation,a.okafor,ACC-000754,closed,medium,2025-10-06 02:42:16,,Investigated medium api token abuse signal cluster; contained; token revoked.,"Pivoted from Recorded Future feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band critical). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: sub-judice — legal hold.",Internal EDR; collection method passive DNS.
INV-00140,Credential stuffing wave,j.fletcher,ACC-000134,escalated,low,2026-03-11 04:03:12,2026-06-01 03:36:09,Reviewed low credential stuffing signal cluster; contained.,"Pivoted from Internal Honeypot feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band high). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: source A reliability B2.",Internal EDR; collection method passive DNS.
INV-00141,Insider data staging,t.ibrahim,,closed,low,2026-05-18 04:10:36,2026-06-01 21:49:31,Triaged low insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from VirusTotal feed. Observed off_hours_admin and data_staging and anomalous_share_external. Pulled the account risk score (band low); assessed blast radius across 2 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: do not disclose to partner orgs.",Internal EDR; collection method passive DNS.
INV-00142,Confirmed data exfiltration,s.delgado,ACC-000822,in_review,critical,2026-05-06 15:10:07,,Triaged critical data exfiltration signal cluster; escalated to IR.,Pivoted from ISAC Share feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band medium); assessed blast radius across 3 accounts. Response: enforced MFA re-enrollment. Outcome: escalated to IR. HUMINT note: source A reliability B2.,Court-ordered log pull; collection method undercover channel.
INV-00143,Potential malware delivery,p.novak,,closed,critical,2025-07-05 14:59:41,2025-10-01 01:57:29,Triaged critical malware delivery signal cluster; contained; host isolated.,Pivoted from CrowdStrike Falcon X feed. Observed malware_callback. Enriched 16 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 6 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: do not disclose to partner orgs.,Confidential partner feed; collection method undercover channel.
INV-00144,Reported phishing,j.fletcher,ACC-000702,closed,medium,2025-12-26 23:45:55,2026-02-21 13:41:42,Triaged medium phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Recorded Future feed. Observed suspicious_oauth_grant and geo_velocity. Pulled the account risk score (band low). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method endpoint memory capture.
INV-00145,Brute-force login burst,a.okafor,,in_review,low,2025-10-28 16:35:03,2026-01-13 16:34:25,Reviewed low credential stuffing signal cluster; contained.,"Pivoted from ISAC Share feed. Observed credential_stuffing and geo_velocity and bulk_account_creation. Pulled the account risk score (band critical). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method endpoint memory capture.
INV-00146,Reported account takeover,r.kowalski,,escalated,critical,2025-12-23 02:10:31,,Triaged critical account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from Recorded Future feed. Observed impossible_travel. Pulled the account risk score (band low); assessed blast radius across 2 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: do not disclose to partner orgs.",Court-ordered log pull; collection method passive DNS.
INV-00147,Malware C2 callback,j.fletcher,,open,high,2026-04-07 17:27:25,,Investigated high malware delivery signal cluster; contained; host isolated.,Pivoted from Abuse.ch feed. Observed malware_callback. Enriched 24 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 2 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: sub-judice — legal hold.,Internal EDR; collection method passive DNS.
INV-00148,Credential abuse,a.okafor,ACC-000959,closed,medium,2025-09-08 04:38:11,2025-11-23 03:43:09,Triaged medium credential stuffing signal cluster; escalated to IR.,Pivoted from CrowdStrike Falcon X feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band critical). Response: disabled external sharing. Outcome: escalated to IR. HUMINT note: source A reliability B2.,Confidential partner feed; collection method authenticated API audit.
INV-00149,Reported phishing,j.fletcher,ACC-001914,escalated,low,2025-11-02 11:03:15,2025-11-13 14:04:23,Reviewed low phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from VirusTotal feed. Observed suspicious_oauth_grant and mfa_fatigue. Pulled the account risk score (band medium). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method endpoint memory capture.
INV-00150,Insider data staging,a.okafor,ACC-001438,escalated,low,2026-03-22 20:13:52,,Triaged low insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from OSINT Crawler feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band medium); assessed blast radius across 5 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: do not disclose to partner orgs.",Court-ordered log pull; collection method endpoint memory capture.
INV-00151,Reported phishing,c.ramirez,ACC-000308,closed,low,2025-07-25 11:38:55,2025-09-07 18:07:55,Triaged low phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Abuse.ch feed. Observed suspicious_oauth_grant. Pulled the account risk score (band low). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: source A reliability B2.",Court-ordered log pull; collection method passive DNS.
INV-00152,Phishing wave,t.ibrahim,ACC-001699,closed,high,2025-11-22 20:11:55,,Reviewed high phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Abuse.ch feed. Observed suspicious_oauth_grant. Pulled the account risk score (band low). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Internal EDR; collection method undercover channel.
INV-00153,Phishing wave,r.kowalski,ACC-001789,escalated,high,2025-06-15 02:23:19,,Reviewed high phishing wave signal cluster; escalated to IR.,Pivoted from OSINT Crawler feed. Observed suspicious_oauth_grant. Pulled the account risk score (band critical). Response: took no action (cleared). Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.,Court-ordered log pull; collection method passive DNS.
INV-00154,Anomalous bulk export,p.novak,ACC-000545,closed,critical,2025-09-21 14:43:32,,Investigated critical data exfiltration signal cluster; escalated to IR.,"Pivoted from ISAC Share feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band critical); assessed blast radius across 2 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Confidential partner feed; collection method undercover channel.
INV-00155,Anomalous bulk export,c.ramirez,ACC-000853,open,low,2025-06-16 10:03:30,,Triaged low data exfiltration signal cluster; escalated to IR.,"Pivoted from Mandiant feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band low); assessed blast radius across 6 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: sub-judice — legal hold.",Confidential partner feed; collection method endpoint memory capture.
INV-00156,Confirmed data exfiltration,a.okafor,ACC-001633,escalated,medium,2025-08-17 02:28:46,2025-10-05 04:33:35,Triaged medium data exfiltration signal cluster; escalated to IR.,"Pivoted from Abuse.ch feed. Observed mass_file_download. Pulled the account risk score (band high); assessed blast radius across 1 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Honeypot telemetry; collection method undercover channel.
INV-00157,Phishing wave,a.okafor,ACC-001997,false_positive,low,2025-08-15 22:04:23,2025-10-08 01:20:35,Triaged low phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Confidential HUMINT feed. Observed suspicious_oauth_grant. Pulled the account risk score (band medium). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: do not disclose to partner orgs.",Honeypot telemetry; collection method endpoint memory capture.
INV-00158,Potential malware delivery,c.ramirez,ACC-001747,false_positive,medium,2025-10-04 10:58:51,2025-12-03 09:31:16,Reviewed medium malware delivery signal cluster; closed as benign.,Pivoted from Confidential HUMINT feed. Observed malware_callback. Enriched 6 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 2 accounts. Response: queued for manual review. Outcome: closed as benign. HUMINT note: source A reliability B2.,Confidential partner feed; collection method endpoint memory capture.
INV-00159,Potential data exfiltration,a.okafor,ACC-000145,open,high,2026-05-29 08:23:45,,Reviewed high data exfiltration signal cluster; escalated to IR.,"Pivoted from VirusTotal feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band high); assessed blast radius across 4 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: source A reliability B2.",Confidential partner feed; collection method authenticated API audit.
INV-00160,Brute-force login burst,p.novak,,in_review,high,2025-12-30 14:35:01,2026-03-19 07:25:05,Investigated high credential stuffing signal cluster; closed as benign.,Pivoted from Internal Honeypot feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band low). Response: took no action (cleared). Outcome: closed as benign. HUMINT note: sub-judice — legal hold.,Honeypot telemetry; collection method undercover channel.
INV-00161,OAuth consent phishing,c.ramirez,ACC-000103,open,critical,2026-02-02 02:04:03,2026-04-29 06:52:01,Investigated critical phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Abuse.ch feed. Observed suspicious_oauth_grant. Pulled the account risk score (band medium). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method undercover channel.
INV-00162,Insider data staging,a.okafor,ACC-000453,in_review,critical,2026-05-16 06:50:21,2026-05-27 06:12:54,Reviewed critical insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from Abuse.ch feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band high); assessed blast radius across 1 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: sub-judice — legal hold.",Confidential partner feed; collection method authenticated API audit.
INV-00163,Credential abuse,r.kowalski,,open,medium,2025-10-22 07:18:32,,Reviewed medium credential stuffing signal cluster; contained.,"Pivoted from ISAC Share feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band critical). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: source A reliability B2.",Internal EDR; collection method endpoint memory capture.
INV-00164,Low-severity signal review,m.chen,ACC-001634,open,high,2026-04-04 22:57:55,2026-05-11 10:38:25,Reviewed high benign signal cluster; closed as benign; false positive.,Pivoted from CrowdStrike Falcon X feed. Observed new_device_burst and geo_velocity and mass_file_download. Pulled the account risk score (band low). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: sub-judice — legal hold.,Internal EDR; collection method undercover channel.
INV-00165,Suspicious account takeover,p.novak,ACC-001943,open,high,2025-11-15 04:55:27,,Investigated high account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from Abuse.ch feed. Observed mfa_fatigue. Pulled the account risk score (band low); assessed blast radius across 5 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: source A reliability B2.",Honeypot telemetry; collection method authenticated API audit.
INV-00166,Credential stuffing wave,p.novak,,false_positive,medium,2025-07-24 06:55:24,2025-07-28 17:16:07,Investigated medium credential stuffing signal cluster; contained.,"Pivoted from Confidential HUMINT feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band critical). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: source A reliability B2.",Internal EDR; collection method undercover channel.
INV-00167,Reported account takeover,s.delgado,ACC-000487,false_positive,critical,2026-05-17 13:45:39,2026-06-01 07:25:52,Investigated critical account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from OSINT Crawler feed. Observed impossible_travel and mfa_fatigue. Pulled the account risk score (band high); assessed blast radius across 5 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method endpoint memory capture.
INV-00168,API token abuse,a.okafor,,escalated,high,2025-06-15 08:00:48,2025-08-16 04:36:11,Investigated high api token abuse signal cluster; reclassified after review.,Pivoted from Confidential HUMINT feed. Observed api_token_abuse. Pulled the account risk score (band high). Response: queued for manual review. Outcome: reclassified after review. HUMINT note: do not disclose to partner orgs.,Confidential partner feed; collection method authenticated API audit.
INV-00169,Anomalous bulk export,a.okafor,ACC-001381,false_positive,high,2026-03-14 19:45:50,2026-06-01 19:53:11,Reviewed high data exfiltration signal cluster; reclassified after review.,Pivoted from Confidential HUMINT feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band critical); assessed blast radius across 6 accounts. Response: applied API rate limiting. Outcome: reclassified after review. HUMINT note: sub-judice — legal hold.,Court-ordered log pull; collection method passive DNS.
INV-00170,Phishing wave,t.ibrahim,ACC-001035,closed,medium,2025-09-19 20:28:56,2025-11-13 15:47:29,Investigated medium phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from CrowdStrike Falcon X feed. Observed suspicious_oauth_grant. Pulled the account risk score (band low). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method undercover channel.
INV-00171,Reported phishing,s.delgado,ACC-000789,closed,critical,2025-10-17 06:04:57,2025-12-01 18:19:03,Investigated critical phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from CrowdStrike Falcon X feed. Observed suspicious_oauth_grant. Pulled the account risk score (band high). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: do not disclose to partner orgs.",Confidential partner feed; collection method passive DNS.
INV-00172,Suspicious account takeover,p.novak,ACC-000113,closed,high,2025-08-29 23:40:31,,Triaged high account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from Internal Honeypot feed. Observed impossible_travel and mfa_fatigue. Pulled the account risk score (band critical); assessed blast radius across 3 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: source A reliability B2.",Court-ordered log pull; collection method authenticated API audit.
INV-00173,Automated alert triage,m.chen,ACC-000294,false_positive,high,2025-07-23 04:28:04,2025-08-27 13:48:42,Investigated high benign signal cluster; closed as benign; false positive.,Pivoted from CrowdStrike Falcon X feed. Observed new_device_burst and data_staging. Pulled the account risk score (band medium). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: sub-judice — legal hold.,Court-ordered log pull; collection method undercover channel.
INV-00174,Reported account takeover,r.kowalski,ACC-001397,in_review,critical,2026-02-24 01:39:17,2026-05-08 02:23:07,Reviewed critical account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from VirusTotal feed. Observed mfa_fatigue and anomalous_share_external. Pulled the account risk score (band medium); assessed blast radius across 5 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method authenticated API audit.
INV-00175,Confirmed malware delivery,p.novak,ACC-001345,false_positive,high,2025-10-20 03:38:49,2025-12-24 09:01:25,Triaged high malware delivery signal cluster; contained; host isolated.,Pivoted from Internal Honeypot feed. Observed malware_callback. Enriched 6 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 5 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: source A reliability B2.,Internal EDR; collection method undercover channel.
INV-00176,Anomalous login reviewed,t.ibrahim,,in_review,high,2025-12-14 06:01:43,,Investigated high benign signal cluster; closed as benign; false positive.,Pivoted from Confidential HUMINT feed. Observed geo_velocity. Pulled the account risk score (band critical). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: sub-judice — legal hold.,Confidential partner feed; collection method undercover channel.
INV-00177,Brute-force login burst,p.novak,ACC-001700,escalated,medium,2025-10-19 05:04:06,,Investigated medium credential stuffing signal cluster; contained.,"Pivoted from Mandiant feed. Observed credential_stuffing and geo_velocity and api_token_abuse. Pulled the account risk score (band critical). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method passive DNS.
INV-00178,Potential data exfiltration,m.chen,,closed,high,2025-06-07 18:40:54,,Reviewed high data exfiltration signal cluster; escalated to IR.,"Pivoted from Mandiant feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band low); assessed blast radius across 2 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Internal EDR; collection method passive DNS.
INV-00179,Phishing wave,t.ibrahim,ACC-001389,in_review,low,2026-04-24 02:49:50,2026-06-01 01:28:09,Reviewed low phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Abuse.ch feed. Observed suspicious_oauth_grant. Pulled the account risk score (band critical). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method undercover channel.
INV-00180,Phishing wave,m.chen,,false_positive,high,2025-08-24 02:00:56,,Triaged high phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from VirusTotal feed. Observed suspicious_oauth_grant and new_device_burst. Pulled the account risk score (band critical). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Internal EDR; collection method undercover channel.
INV-00181,Credential stuffing wave,m.chen,,false_positive,critical,2025-12-02 02:40:56,2025-12-07 16:57:56,Investigated critical credential stuffing signal cluster; reclassified after review.,Pivoted from Mandiant feed. Observed credential_stuffing and geo_velocity and malware_callback. Pulled the account risk score (band critical). Response: applied API rate limiting. Outcome: reclassified after review. HUMINT note: do not disclose to partner orgs.,Court-ordered log pull; collection method endpoint memory capture.
INV-00182,Low-severity signal review,m.chen,ACC-000959,false_positive,critical,2025-12-01 23:15:20,,Reviewed critical benign signal cluster; closed as benign; false positive.,Pivoted from ISAC Share feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band medium). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: sub-judice — legal hold.,Internal EDR; collection method undercover channel.
INV-00183,Automated abuse via API,c.ramirez,,false_positive,medium,2026-05-15 09:32:39,2026-06-01 19:08:29,Reviewed medium api token abuse signal cluster; contained; token revoked.,"Pivoted from ISAC Share feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band medium). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: do not disclose to partner orgs.",Internal EDR; collection method undercover channel.
INV-00184,Insider data staging,s.delgado,ACC-000103,false_positive,critical,2025-06-09 14:10:49,,Reviewed critical insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from CrowdStrike Falcon X feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band low); assessed blast radius across 2 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: do not disclose to partner orgs.",Honeypot telemetry; collection method authenticated API audit.
INV-00185,Confirmed account takeover,p.novak,ACC-001244,closed,low,2025-10-26 16:42:24,,Investigated low account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from Abuse.ch feed. Observed mfa_fatigue. Pulled the account risk score (band low); assessed blast radius across 3 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: sub-judice — legal hold.",Confidential partner feed; collection method authenticated API audit.
INV-00186,Reported account takeover,a.okafor,,false_positive,low,2025-06-01 04:05:23,2025-07-31 09:02:14,Reviewed low account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from Recorded Future feed. Observed impossible_travel and mfa_fatigue. Pulled the account risk score (band high); assessed blast radius across 4 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: source A reliability B2.",Confidential partner feed; collection method authenticated API audit.
INV-00187,Anomalous internal access,t.ibrahim,ACC-000583,escalated,low,2026-03-01 09:30:19,2026-03-09 23:18:42,Triaged low insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from OSINT Crawler feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band high); assessed blast radius across 3 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: sub-judice — legal hold.",Confidential partner feed; collection method passive DNS.
INV-00188,Malware C2 callback,a.okafor,,escalated,medium,2026-05-24 12:30:56,2026-06-01 18:26:35,Reviewed medium malware delivery signal cluster; closed as benign.,Pivoted from CrowdStrike Falcon X feed. Observed malware_callback. Enriched 33 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 5 accounts. Response: suspended the account. Outcome: closed as benign. HUMINT note: do not disclose to partner orgs.,Internal EDR; collection method authenticated API audit.
INV-00189,Automated abuse via API,m.chen,,closed,low,2026-03-30 21:26:02,2026-06-01 17:18:17,Triaged low api token abuse signal cluster; contained; token revoked.,"Pivoted from CrowdStrike Falcon X feed. Observed api_token_abuse. Pulled the account risk score (band high). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: do not disclose to partner orgs.",Confidential partner feed; collection method authenticated API audit.
INV-00190,Potential malware delivery,m.chen,ACC-001275,in_review,medium,2026-05-22 21:10:19,,Reviewed medium malware delivery signal cluster; escalated to IR.,Pivoted from Abuse.ch feed. Observed malware_callback and impossible_travel. Enriched 31 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 5 accounts. Response: forced a credential reset. Outcome: escalated to IR. HUMINT note: source A reliability B2.,Court-ordered log pull; collection method endpoint memory capture.
INV-00191,Brute-force login burst,c.ramirez,,open,low,2026-01-16 20:48:38,,Triaged low credential stuffing signal cluster; contained.,"Pivoted from Internal Honeypot feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band medium). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: do not disclose to partner orgs.",Court-ordered log pull; collection method passive DNS.
INV-00192,Malware C2 callback,r.kowalski,ACC-001637,false_positive,critical,2026-03-09 00:39:11,2026-03-12 17:31:25,Triaged critical malware delivery signal cluster; contained; host isolated.,Pivoted from VirusTotal feed. Observed malware_callback and geo_velocity. Enriched 31 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 3 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: do not disclose to partner orgs.,Court-ordered log pull; collection method passive DNS.
INV-00193,Confirmed account takeover,s.delgado,ACC-001379,open,high,2025-11-18 12:26:05,2025-12-14 09:50:32,Investigated high account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from OSINT Crawler feed. Observed impossible_travel and mfa_fatigue. Pulled the account risk score (band medium); assessed blast radius across 4 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: sub-judice — legal hold.",Internal EDR; collection method authenticated API audit.
INV-00194,Malware C2 callback,j.fletcher,ACC-001072,closed,medium,2025-06-25 22:33:38,2025-09-22 01:33:17,Triaged medium malware delivery signal cluster; contained; host isolated.,Pivoted from Confidential HUMINT feed. Observed malware_callback and off_hours_admin. Enriched 18 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 5 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: do not disclose to partner orgs.,Internal EDR; collection method endpoint memory capture.
INV-00195,Potential malware delivery,m.chen,,closed,high,2026-05-14 20:07:41,2026-06-01 10:07:42,Reviewed high malware delivery signal cluster; contained; host isolated.,Pivoted from Confidential HUMINT feed. Observed malware_callback. Enriched 12 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 5 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: source A reliability B2.,Honeypot telemetry; collection method undercover channel.
INV-00196,Anomalous bulk export,s.delgado,,escalated,critical,2025-10-29 19:16:12,2026-01-20 12:53:25,Reviewed critical data exfiltration signal cluster; escalated to IR.,Pivoted from VirusTotal feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band medium); assessed blast radius across 6 accounts. Response: revoked active sessions. Outcome: escalated to IR. HUMINT note: sub-judice — legal hold.,Internal EDR; collection method endpoint memory capture.
INV-00197,Credential stuffing wave,a.okafor,ACC-000868,open,critical,2026-01-27 16:03:28,2026-04-04 16:52:15,Investigated critical credential stuffing signal cluster; contained.,"Pivoted from OSINT Crawler feed. Observed geo_velocity. Pulled the account risk score (band high). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: do not disclose to partner orgs.",Internal EDR; collection method authenticated API audit.
