indicator_id,indicator_type,indicator_value,campaign_id,confidence,tlp,source,source_sensitivity,first_seen,last_seen,is_active
IOC-002499,email,billing@acct-verify.com,CMP-0038,57,TLP:RED,OSINT Crawler,public,2025-10-31,2025-11-06,True
IOC-002500,ipv4,244.211.56.83,CMP-0039,50,TLP:RED,OSINT Crawler,restricted,2026-05-09,2026-06-01,True
IOC-002501,email,hr@acct-verify.com,CMP-0145,92,TLP:CLEAR,Recorded Future,confidential,2026-03-15,2026-05-11,True
IOC-002502,email,billing@secure-mail.com,CMP-0040,72,TLP:RED,OSINT Crawler,partner,2024-10-07,2024-11-03,True
IOC-002503,sha256,0928aa746da5d18b86d6e152e4708ce5601db12cd346e585c4f46a47d0c1c36a,CMP-0041,77,TLP:AMBER,ISAC Share,confidential,2024-08-13,2024-08-13,True
IOC-002504,url,https://files.xn--malware.com/d3cc0f6e,CMP-0146,85,TLP:AMBER,Internal Honeypot,partner,2024-08-11,2024-08-28,True
IOC-002505,url,https://files.evilcdn.com/f80553cf,CMP-0015,68,TLP:CLEAR,VirusTotal,restricted,2026-02-28,2026-04-28,True
IOC-002506,url,https://files.xn--malware.com/a1042268,CMP-0034,62,TLP:AMBER,Abuse.ch,partner,2026-04-25,2026-05-07,True
IOC-002507,md5,3061bd27e70e81cbc4844153da377112,CMP-0014,96,TLP:AMBER,CrowdStrike Falcon X,partner,2025-03-05,2025-03-31,False
IOC-002508,email,no-reply@acct-verify.com,CMP-0003,86,TLP:RED,Internal Honeypot,public,2025-10-30,2025-12-19,True
IOC-002509,url,https://dl.badhost.com/7107fccc,CMP-0096,46,TLP:GREEN,ISAC Share,restricted,2025-04-07,2025-04-09,True
IOC-002510,email,admin@secure-mail.com,CMP-0132,54,TLP:AMBER,Recorded Future,partner,2026-05-09,2026-06-01,True
IOC-002511,url,https://dl.xn--malware.com/8a5fd01e,CMP-0054,41,TLP:CLEAR,Abuse.ch,confidential,2026-04-16,2026-06-01,True
IOC-002512,sha256,39311f8ee1a28a07711d933edffb0e1aa848a62b0def35259b11f63ed16b9dba,CMP-0067,83,TLP:CLEAR,Confidential HUMINT,restricted,2026-04-10,2026-04-12,False
IOC-002513,md5,b71a51df8251abf5db83bbaad03b0ea5,CMP-0014,80,TLP:CLEAR,Confidential HUMINT,public,2024-12-23,2025-02-07,False
IOC-002514,url,https://static.evilcdn.com/a1105995,CMP-0042,100,TLP:CLEAR,ISAC Share,confidential,2025-11-28,2025-12-17,False
IOC-002515,sha256,ed47e70ad364deb9bd116b59e0439824a705de4ad7ab93c56632e5c0b2be2e6d,CMP-0088,54,TLP:AMBER,Confidential HUMINT,partner,2026-05-10,2026-06-01,False
IOC-002516,md5,9cbe23c723ea03e3beab12b7dfad7857,CMP-0098,77,TLP:AMBER,Confidential HUMINT,restricted,2024-11-23,2024-12-12,False
IOC-002517,domain,secure-share.io,CMP-0022,75,TLP:GREEN,Internal Honeypot,public,2025-03-10,2025-05-08,True
IOC-002518,url,https://cdn.evilcdn.com/f1f45654,CMP-0068,77,TLP:GREEN,Mandiant,public,2025-11-18,2026-01-04,True
IOC-002519,email,no-reply@secure-mail.com,CMP-0079,55,TLP:RED,Recorded Future,restricted,2025-06-13,2025-08-04,False
IOC-002520,md5,1f4f6d8460fc3a11609e197127fd7fab,CMP-0064,94,TLP:RED,ISAC Share,partner,2024-10-09,2024-10-25,True
IOC-002521,domain,login-share.io,CMP-0075,60,TLP:AMBER,Internal Honeypot,restricted,2025-11-30,2025-12-05,True
IOC-002522,ipv4,79.200.66.196,CMP-0119,45,TLP:AMBER,VirusTotal,restricted,2025-07-07,2025-07-21,True
IOC-002523,domain,vault-sync.co,CMP-0057,63,TLP:CLEAR,Abuse.ch,restricted,2026-01-21,2026-02-07,False
IOC-002524,filename,resume_2026.docm,CMP-0132,61,TLP:AMBER,ISAC Share,confidential,2025-11-08,2025-11-28,True
IOC-002525,md5,c26b4ad5dde302d7fbdad181001b971c,CMP-0088,83,TLP:AMBER,OSINT Crawler,confidential,2025-08-21,2025-08-31,False
IOC-002526,filename,invoice_urgent.pdf.exe,CMP-0095,94,TLP:RED,Recorded Future,public,2025-02-24,2025-03-11,True
IOC-002527,email,admin@dropbox-team.com,CMP-0049,87,TLP:RED,Abuse.ch,public,2024-12-17,2025-01-21,False
IOC-002528,sha256,6a37cdaf017d619049496ba9d0ebb71096e33c3e08a230c6f9329823ffd0b9cb,CMP-0101,59,TLP:RED,Abuse.ch,partner,2025-08-10,2025-08-31,True
IOC-002529,md5,147165244767b69cc21de5e558898c2a,CMP-0124,85,TLP:RED,CrowdStrike Falcon X,public,2025-05-26,2025-06-02,False
IOC-002530,sha256,5767bd8053f9300302c7b3d46f4ecdd705c3ed6cbd6b6b053105d75fe1e9f2a2,CMP-0017,57,TLP:GREEN,Confidential HUMINT,confidential,2024-08-14,2024-09-23,True
IOC-002531,filename,resume-final.lnk,CMP-0074,79,TLP:AMBER,CrowdStrike Falcon X,public,2026-03-26,2026-04-22,True
IOC-002532,filename,scan_2026.iso,CMP-0096,82,TLP:GREEN,Mandiant,restricted,2025-11-23,2026-01-22,True
IOC-002533,url,https://files.evilcdn.com/8e6e432a,CMP-0085,68,TLP:RED,OSINT Crawler,partner,2025-10-22,2025-10-27,True
IOC-002534,domain,vault-files.com,CMP-0059,60,TLP:CLEAR,Confidential HUMINT,partner,2025-05-21,2025-06-14,True
IOC-002535,ipv4,14.25.63.69,CMP-0017,48,TLP:AMBER,VirusTotal,restricted,2026-04-06,2026-04-15,True
IOC-002536,domain,secure-files.com,CMP-0041,90,TLP:CLEAR,VirusTotal,public,2025-09-14,2025-11-11,True
IOC-002537,email,no-reply@acct-verify.com,CMP-0019,78,TLP:RED,Abuse.ch,restricted,2026-04-11,2026-05-09,True
IOC-002538,filename,scan-final.lnk,CMP-0110,74,TLP:CLEAR,OSINT Crawler,public,2026-02-06,2026-03-01,True
IOC-002539,md5,f0af5b36c3d24669200e568b16db34c8,CMP-0102,51,TLP:GREEN,Internal Honeypot,confidential,2025-11-16,2025-12-09,True
IOC-002540,sha256,14c8a38d9b95f3a8afc804e60237b1d5144feba023a19bae746d4ff1c6817ff7,CMP-0058,89,TLP:AMBER,Abuse.ch,partner,2026-05-16,2026-05-21,True
IOC-002541,domain,cdn-files.com,CMP-0037,82,TLP:CLEAR,CrowdStrike Falcon X,confidential,2026-02-24,2026-03-06,False
IOC-002542,filename,scan-final.docm,CMP-0057,69,TLP:GREEN,Mandiant,public,2024-10-07,2024-10-27,True
IOC-002543,filename,update-final.iso,CMP-0020,49,TLP:GREEN,CrowdStrike Falcon X,partner,2025-11-19,2025-12-04,True
IOC-002544,domain,vault-auth.net,CMP-0117,81,TLP:GREEN,CrowdStrike Falcon X,confidential,2024-11-17,2024-12-21,False
IOC-002545,ipv4,231.130.28.104,CMP-0068,70,TLP:CLEAR,OSINT Crawler,public,2026-03-21,2026-04-12,True
IOC-002546,filename,invoice_2026.zip,CMP-0014,70,TLP:CLEAR,Recorded Future,public,2025-03-30,2025-04-04,False
IOC-002547,ipv4,28.226.247.143,CMP-0046,56,TLP:RED,VirusTotal,partner,2025-10-21,2025-10-30,True
IOC-002548,email,no-reply@secure-mail.com,CMP-0119,98,TLP:RED,Internal Honeypot,public,2024-12-08,2025-01-04,True
IOC-002549,domain,login-sync.net,CMP-0008,71,TLP:GREEN,ISAC Share,restricted,2026-04-04,2026-05-10,False
IOC-002550,email,admin@secure-mail.com,CMP-0051,66,TLP:AMBER,ISAC Share,public,2024-12-26,2024-12-29,True
IOC-002551,domain,login-auth.com,CMP-0139,98,TLP:GREEN,Confidential HUMINT,partner,2025-02-27,2025-03-22,False
IOC-002552,md5,2fdeb7ea1748aaf68ecc01e639fdb268,CMP-0084,43,TLP:RED,CrowdStrike Falcon X,partner,2024-10-19,2024-12-05,False
IOC-002553,url,https://files.evilcdn.com/865cf525,CMP-0005,40,TLP:RED,Recorded Future,restricted,2024-11-03,2024-12-25,False
IOC-002554,sha256,c6d8fdeee0cd8748658712bcc8e95e5f6cfeffab8957b957942745c1d657dc73,CMP-0069,61,TLP:CLEAR,VirusTotal,partner,2025-12-31,2026-02-05,False
IOC-002555,domain,login-portal.com,CMP-0046,76,TLP:CLEAR,Abuse.ch,restricted,2024-08-17,2024-10-14,False
IOC-002556,ipv4,124.150.103.140,CMP-0013,45,TLP:AMBER,Internal Honeypot,restricted,2024-10-06,2024-11-25,False
IOC-002557,email,hr@acct-verify.com,CMP-0010,51,TLP:AMBER,VirusTotal,restricted,2024-12-01,2024-12-10,True
IOC-002558,url,https://static.badhost.com/a8909d37,CMP-0130,74,TLP:CLEAR,Confidential HUMINT,partner,2025-11-29,2025-12-11,True
IOC-002559,url,https://static.evilcdn.com/e8a42772,CMP-0084,86,TLP:CLEAR,CrowdStrike Falcon X,public,2026-04-12,2026-06-01,False
IOC-002560,domain,update-sync.net,CMP-0096,94,TLP:AMBER,CrowdStrike Falcon X,public,2026-05-26,2026-06-01,False
IOC-002561,email,hr@acct-verify.com,CMP-0087,70,TLP:CLEAR,CrowdStrike Falcon X,restricted,2025-01-08,2025-02-14,True
IOC-002562,ipv4,137.142.224.250,CMP-0115,47,TLP:GREEN,Confidential HUMINT,public,2026-04-19,2026-06-01,True
IOC-002563,ipv4,241.24.215.186,CMP-0104,92,TLP:CLEAR,VirusTotal,public,2025-07-21,2025-09-15,False
IOC-002564,sha256,9c3ee0342f7e41e30b5461bd68dc86e6f804d4f0414015e8463f85b188abf25b,CMP-0059,96,TLP:CLEAR,Abuse.ch,restricted,2024-08-25,2024-08-25,True
IOC-002565,filename,invoice-final.lnk,CMP-0127,65,TLP:GREEN,OSINT Crawler,confidential,2025-10-25,2025-12-18,False
IOC-002566,domain,vault-auth.com,CMP-0075,72,TLP:AMBER,Mandiant,confidential,2025-12-13,2026-01-15,True
IOC-002567,md5,15f9ba2de0e82fd74506d68ddb4954d5,CMP-0068,71,TLP:GREEN,Mandiant,public,2026-02-10,2026-03-31,False
IOC-002568,filename,resume-final.lnk,CMP-0029,51,TLP:RED,Mandiant,confidential,2025-07-14,2025-07-30,True
IOC-002569,filename,report_2026.zip,CMP-0098,86,TLP:GREEN,Recorded Future,restricted,2025-06-18,2025-08-08,True
IOC-002570,email,billing@dropbox-team.com,CMP-0039,50,TLP:GREEN,Recorded Future,partner,2025-04-19,2025-05-04,True
IOC-002571,email,hr@secure-mail.com,CMP-0074,49,TLP:CLEAR,OSINT Crawler,public,2025-04-24,2025-04-24,False
IOC-002572,email,billing@acct-verify.com,CMP-0051,59,TLP:CLEAR,Mandiant,confidential,2024-10-25,2024-11-30,True
IOC-002573,sha256,287c7d8e0d808a84c35ee23cde957b08a2541ef5eeff35137e0c67ea7594cd6f,CMP-0003,53,TLP:RED,Abuse.ch,confidential,2025-03-12,2025-03-20,False
IOC-002574,md5,6a3ba153676086395850f5f320bbfe98,CMP-0143,82,TLP:CLEAR,Confidential HUMINT,public,2025-11-11,2025-12-01,False
IOC-002575,sha256,81af123c75822f03ac79972bc63607f6eda7f3c1cefffa0d7ca71dc850609f66,CMP-0105,73,TLP:CLEAR,ISAC Share,public,2024-08-22,2024-10-21,True
IOC-002576,md5,33075b5d1e8ff41776db8521f3b08d9f,CMP-0107,70,TLP:AMBER,OSINT Crawler,confidential,2026-04-18,2026-06-01,True
IOC-002577,url,https://dl.xn--malware.com/559498d2,CMP-0128,73,TLP:CLEAR,CrowdStrike Falcon X,partner,2026-04-02,2026-04-02,True
IOC-002578,sha256,b567163ae612917fbaa60d25d0d06454a2c2fff4de51ac6bf6dacc102f466d88,CMP-0096,65,TLP:AMBER,Confidential HUMINT,partner,2025-04-02,2025-05-10,True
IOC-002579,url,https://static.evilcdn.com/655f8733,CMP-0099,64,TLP:GREEN,Confidential HUMINT,public,2025-09-24,2025-11-18,True
IOC-002580,md5,d8fa5d1ac3eb384166f14ccacaf134e7,CMP-0046,80,TLP:AMBER,Confidential HUMINT,partner,2024-09-26,2024-10-25,True
IOC-002581,md5,bfb992189632d36c5a9b64dd58afd047,CMP-0114,69,TLP:RED,Recorded Future,restricted,2025-04-12,2025-05-12,False
IOC-002582,md5,353839b321db41276ba50a2080f2829f,CMP-0048,100,TLP:GREEN,VirusTotal,partner,2026-05-08,2026-06-01,False
IOC-002583,ipv4,161.50.96.43,CMP-0143,81,TLP:RED,ISAC Share,public,2026-02-11,2026-02-21,False
IOC-002584,ipv4,67.145.120.250,CMP-0139,73,TLP:CLEAR,Mandiant,confidential,2025-09-06,2025-10-06,True
IOC-002585,email,no-reply@acct-verify.com,CMP-0025,74,TLP:GREEN,Confidential HUMINT,public,2024-12-27,2025-01-10,False
IOC-002586,email,it-support@acct-verify.com,CMP-0104,76,TLP:CLEAR,Confidential HUMINT,public,2025-06-08,2025-07-04,True
IOC-002587,url,https://static.badhost.com/0942693f,CMP-0021,71,TLP:CLEAR,CrowdStrike Falcon X,public,2024-12-10,2025-01-17,True
IOC-002588,md5,0f781924a3ebaa288bacc3590da05f2c,CMP-0135,47,TLP:CLEAR,Internal Honeypot,public,2025-02-06,2025-02-24,False
IOC-002589,url,https://static.xn--malware.com/7649cbd1,CMP-0033,51,TLP:RED,Abuse.ch,partner,2025-10-07,2025-11-05,True
IOC-002590,email,hr@secure-mail.com,CMP-0090,46,TLP:RED,ISAC Share,partner,2026-03-13,2026-04-09,False
IOC-002591,email,hr@dropbox-team.com,CMP-0019,43,TLP:GREEN,OSINT Crawler,confidential,2026-03-15,2026-03-18,True
IOC-002592,email,no-reply@dropbox-team.com,CMP-0029,99,TLP:GREEN,VirusTotal,public,2025-08-16,2025-09-29,True
IOC-002593,filename,resume_2026.pdf.exe,CMP-0145,60,TLP:GREEN,Confidential HUMINT,partner,2025-11-14,2025-12-17,True
IOC-002594,domain,dropbox-portal.com,CMP-0108,78,TLP:AMBER,Mandiant,restricted,2026-04-16,2026-05-01,False
IOC-002595,email,no-reply@acct-verify.com,CMP-0052,98,TLP:AMBER,ISAC Share,restricted,2025-07-19,2025-09-14,False
IOC-002596,url,https://dl.xn--malware.com/540d49fa,CMP-0023,62,TLP:AMBER,Internal Honeypot,public,2024-11-01,2024-12-29,True
IOC-002597,filename,invoice-final.iso,CMP-0122,96,TLP:RED,CrowdStrike Falcon X,public,2024-12-23,2025-01-05,False
IOC-002598,ipv4,217.213.237.75,CMP-0143,64,TLP:RED,OSINT Crawler,public,2025-11-13,2025-11-27,False
IOC-002599,domain,cdn-portal.net,CMP-0067,62,TLP:GREEN,CrowdStrike Falcon X,public,2024-11-27,2025-01-24,True
IOC-002600,sha256,476d4748e5a10223eacf212c3046a18e2ff32b1ce1af358f88a06f7fa3240a4f,CMP-0053,80,TLP:AMBER,VirusTotal,public,2025-01-19,2025-01-30,False
IOC-002601,md5,334f7ea774ddeef7c4be8d5a3dc3c340,CMP-0005,58,TLP:CLEAR,Internal Honeypot,public,2026-03-29,2026-04-13,True
IOC-002602,md5,b6c41c1e68413020f8f26e008674f2da,CMP-0004,77,TLP:CLEAR,Recorded Future,partner,2025-11-10,2026-01-07,False
IOC-002603,md5,5d6c8fc639917f2ce1cf4e38daac8532,CMP-0044,59,TLP:GREEN,ISAC Share,confidential,2025-10-25,2025-11-30,True
IOC-002604,sha256,78c2d0123ef92bbcae8172cb450e5ea7dea71563d2bf6a12e9cf9e5c6c95d6aa,CMP-0075,93,TLP:CLEAR,Recorded Future,partner,2025-01-13,2025-01-29,True
IOC-002605,md5,39ceda7da349eb2186fbc60f2fbc90eb,CMP-0098,66,TLP:GREEN,CrowdStrike Falcon X,partner,2026-01-18,2026-02-26,False
IOC-002606,sha256,75a716909c23552834f7d7b297b3f29a45f53622e706f722d654071a8d3e9af0,CMP-0006,93,TLP:GREEN,Mandiant,restricted,2025-10-10,2025-11-21,False
IOC-002607,md5,696e9e64f5d706f128e1d634d6341901,CMP-0138,42,TLP:RED,Recorded Future,public,2025-09-17,2025-10-01,True
IOC-002608,sha256,aa0c158570754a905fcb7b6dd9f84e8761e4fd3a33322466d6160d88f574a034,CMP-0108,83,TLP:GREEN,Mandiant,confidential,2025-06-06,2025-08-03,False
IOC-002609,domain,login-share.co,CMP-0038,98,TLP:RED,Mandiant,partner,2025-11-06,2025-12-10,False
IOC-002610,filename,resume_urgent.iso,CMP-0132,81,TLP:RED,Internal Honeypot,confidential,2025-11-14,2025-12-30,True
IOC-002611,domain,login-files.co,CMP-0114,97,TLP:AMBER,ISAC Share,confidential,2025-08-23,2025-09-18,True
IOC-002612,md5,22c736e263ea3f5aba67a77da1ecdded,CMP-0090,58,TLP:AMBER,OSINT Crawler,public,2024-09-10,2024-11-06,True
IOC-002613,domain,update-portal.co,CMP-0104,79,TLP:CLEAR,Recorded Future,partner,2025-12-07,2025-12-09,False
IOC-002614,ipv4,125.155.19.245,CMP-0107,52,TLP:AMBER,Mandiant,partner,2024-09-04,2024-10-29,True
IOC-002615,email,admin@secure-mail.com,CMP-0021,78,TLP:CLEAR,Mandiant,confidential,2024-08-22,2024-09-05,False
IOC-002616,domain,login-portal.net,CMP-0036,97,TLP:CLEAR,Confidential HUMINT,confidential,2024-09-24,2024-10-21,True
IOC-002617,email,admin@dropbox-team.com,CMP-0129,64,TLP:CLEAR,Recorded Future,confidential,2024-10-25,2024-11-24,False
IOC-002618,domain,dropbox-share.co,CMP-0103,61,TLP:RED,Recorded Future,public,2024-12-13,2025-01-23,True
IOC-002619,md5,c29bbcbd5cad1b3cf7045e40d1b9311c,CMP-0078,74,TLP:GREEN,OSINT Crawler,public,2025-07-08,2025-09-04,False
IOC-002620,sha256,25c9224b24846abf690f98f44d9a7390cc5881d920c60b3e6602ad1c911adeae,CMP-0004,85,TLP:AMBER,ISAC Share,public,2025-02-07,2025-03-18,False
IOC-002621,filename,scan_urgent.lnk,CMP-0129,48,TLP:GREEN,VirusTotal,confidential,2024-09-16,2024-10-20,True
IOC-002622,url,https://cdn.xn--malware.com/7e160d64,CMP-0030,92,TLP:CLEAR,Recorded Future,confidential,2025-03-16,2025-05-03,False
IOC-002623,email,admin@secure-mail.com,CMP-0093,57,TLP:AMBER,Confidential HUMINT,partner,2025-01-06,2025-02-19,True
IOC-002624,ipv4,51.155.149.128,CMP-0140,89,TLP:GREEN,ISAC Share,restricted,2025-01-18,2025-03-12,True
IOC-002625,url,https://cdn.xn--malware.com/ba885cc8,CMP-0078,68,TLP:RED,Confidential HUMINT,partner,2024-09-30,2024-10-15,True
IOC-002626,domain,vault-portal.com,CMP-0016,95,TLP:AMBER,Mandiant,restricted,2025-05-23,2025-07-01,True
IOC-002627,md5,6306bd703280921971c5ae5417f60021,CMP-0106,50,TLP:CLEAR,CrowdStrike Falcon X,restricted,2025-04-26,2025-06-13,True
IOC-002628,ipv4,49.134.39.225,CMP-0098,88,TLP:GREEN,OSINT Crawler,confidential,2025-08-11,2025-09-09,False
IOC-002629,url,https://cdn.evilcdn.com/f4fd3697,CMP-0031,66,TLP:RED,VirusTotal,confidential,2025-12-02,2025-12-12,True
IOC-002630,domain,login-portal.io,CMP-0146,52,TLP:AMBER,VirusTotal,confidential,2024-07-22,2024-08-30,False
IOC-002631,email,it-support@dropbox-team.com,CMP-0048,57,TLP:GREEN,CrowdStrike Falcon X,confidential,2024-07-05,2024-07-25,True
IOC-002632,url,https://static.badhost.com/4ae7ff16,CMP-0136,72,TLP:CLEAR,Mandiant,public,2025-09-22,2025-10-11,True
IOC-002633,sha256,7ed1c31ea1788417fc15e0935fb9a20973092ad03ffa83cdbaa3d3de501e4c7d,CMP-0028,56,TLP:CLEAR,CrowdStrike Falcon X,public,2026-03-11,2026-03-25,True
IOC-002634,email,no-reply@secure-mail.com,CMP-0072,89,TLP:GREEN,ISAC Share,public,2024-08-09,2024-09-06,True
IOC-002635,domain,update-share.net,CMP-0044,70,TLP:RED,Abuse.ch,public,2024-10-03,2024-10-12,True
IOC-002636,sha256,13faec47e4110eac594f546a8b11e89b436b849bbcec6f94fb3b9433e23688d9,CMP-0085,45,TLP:CLEAR,Recorded Future,partner,2026-04-25,2026-05-05,True
IOC-002637,ipv4,169.123.139.20,CMP-0001,74,TLP:AMBER,VirusTotal,confidential,2025-09-27,2025-11-09,False
IOC-002638,url,https://cdn.badhost.com/7b485b5d,CMP-0081,92,TLP:CLEAR,ISAC Share,partner,2026-04-12,2026-05-05,True
IOC-002639,sha256,2fbd4d57011bcfa42dbfb5d165f849bbc5b2805a0262177585b8c15aa82b49ce,CMP-0133,66,TLP:GREEN,Abuse.ch,partner,2025-09-02,2025-09-02,True
IOC-002640,ipv4,155.17.44.181,CMP-0080,94,TLP:RED,VirusTotal,restricted,2024-08-14,2024-10-07,False
IOC-002641,domain,dropbox-auth.co,CMP-0066,83,TLP:AMBER,Recorded Future,public,2024-10-18,2024-11-01,True
IOC-002642,ipv4,228.85.193.207,CMP-0088,45,TLP:CLEAR,CrowdStrike Falcon X,restricted,2026-02-24,2026-04-24,True
IOC-002643,email,no-reply@secure-mail.com,CMP-0079,64,TLP:CLEAR,VirusTotal,partner,2025-11-03,2025-12-30,True
IOC-002644,url,https://dl.badhost.com/52c782e5,CMP-0066,73,TLP:GREEN,Internal Honeypot,public,2024-10-16,2024-10-16,True
IOC-002645,filename,resume_urgent.docm,CMP-0048,96,TLP:RED,OSINT Crawler,confidential,2025-07-19,2025-08-22,True
IOC-002646,domain,dropbox-share.co,CMP-0113,47,TLP:RED,Confidential HUMINT,confidential,2026-01-21,2026-01-29,True
IOC-002647,ipv4,149.168.33.56,CMP-0086,51,TLP:AMBER,Mandiant,partner,2025-10-17,2025-11-05,False
IOC-002648,filename,update-final.lnk,CMP-0017,73,TLP:RED,CrowdStrike Falcon X,partner,2025-07-06,2025-08-29,True
IOC-002649,md5,d3f58f3930d63488397ad5e72974f9d3,CMP-0114,65,TLP:RED,VirusTotal,restricted,2025-06-12,2025-06-12,True
IOC-002650,email,billing@secure-mail.com,CMP-0144,56,TLP:GREEN,VirusTotal,partner,2025-09-16,2025-10-12,True
IOC-002651,ipv4,68.230.190.189,CMP-0060,92,TLP:CLEAR,Confidential HUMINT,restricted,2025-05-29,2025-07-17,True
IOC-002652,md5,9380c9a3573c2c9e00b5c8b245ffe346,CMP-0016,95,TLP:AMBER,Confidential HUMINT,restricted,2025-11-02,2025-11-10,True
IOC-002653,filename,invoice-final.docm,CMP-0098,80,TLP:CLEAR,VirusTotal,public,2024-12-20,2025-01-12,True
IOC-002654,sha256,fcb9b768dd9ab9e4f7fba074bb4af62698a6f7562356eaad001ea305f89be017,CMP-0048,56,TLP:RED,Internal Honeypot,restricted,2026-04-22,2026-04-23,False
IOC-002655,domain,dropbox-sync.com,CMP-0064,93,TLP:CLEAR,Abuse.ch,public,2025-09-28,2025-11-27,False
IOC-002656,domain,secure-auth.com,CMP-0015,51,TLP:GREEN,CrowdStrike Falcon X,restricted,2025-07-01,2025-08-04,True
IOC-002657,md5,b59bfd0c057ceab16931542d4d77f7b5,CMP-0071,45,TLP:GREEN,VirusTotal,public,2024-09-29,2024-10-28,False
IOC-002658,md5,cdc1c1d90f56424e0a9618c00cb0dd5a,CMP-0070,70,TLP:GREEN,CrowdStrike Falcon X,restricted,2025-09-28,2025-09-28,False
IOC-002659,sha256,622e799d7e65d24a4d4e649f8db6298f041bb8942f88d438ce1c18b93335273f,CMP-0123,74,TLP:AMBER,OSINT Crawler,partner,2025-05-19,2025-07-04,True
IOC-002660,sha256,665abb6da77d4bcffba4aa32fac44cee437196a46ec36ea9c58e62e9fe27d028,CMP-0114,58,TLP:AMBER,VirusTotal,public,2024-10-05,2024-10-21,True
IOC-002661,filename,invoice-final.pdf.exe,CMP-0007,88,TLP:AMBER,OSINT Crawler,confidential,2026-01-27,2026-02-20,True
IOC-002662,email,no-reply@dropbox-team.com,CMP-0108,75,TLP:GREEN,Recorded Future,public,2025-07-20,2025-09-14,False
IOC-002663,md5,c857c8e59739e048b701139d71f9f12f,CMP-0036,92,TLP:GREEN,CrowdStrike Falcon X,restricted,2025-10-05,2025-11-01,False
IOC-002664,sha256,449dc33e26543fa9901bf43773e927a1a0b1c1fa120b83f32fa327184dbae0fe,CMP-0065,63,TLP:CLEAR,ISAC Share,public,2025-12-11,2025-12-11,False
IOC-002665,filename,invoice-final.iso,CMP-0076,66,TLP:CLEAR,Recorded Future,public,2025-03-09,2025-05-08,False
IOC-002666,email,hr@secure-mail.com,CMP-0127,75,TLP:AMBER,Internal Honeypot,confidential,2025-09-06,2025-09-28,True
IOC-002667,domain,login-share.co,CMP-0071,87,TLP:RED,Recorded Future,public,2024-07-10,2024-08-26,True
IOC-002668,md5,d9742e6269f928698596601843296c58,CMP-0060,67,TLP:AMBER,Recorded Future,confidential,2025-02-20,2025-03-05,False
IOC-002669,url,https://dl.badhost.com/8a72ca55,CMP-0123,41,TLP:GREEN,CrowdStrike Falcon X,confidential,2025-02-11,2025-02-28,True
IOC-002670,url,https://files.xn--malware.com/e602fcec,CMP-0144,83,TLP:AMBER,VirusTotal,restricted,2026-05-22,2026-06-01,False
IOC-002671,email,billing@dropbox-team.com,CMP-0088,46,TLP:CLEAR,ISAC Share,confidential,2025-06-10,2025-07-25,True
IOC-002672,md5,2843701b5fc5c1529c662a546ca59ea6,CMP-0032,58,TLP:RED,Abuse.ch,restricted,2025-03-17,2025-05-01,True
IOC-002673,domain,dropbox-sync.net,CMP-0051,99,TLP:CLEAR,Mandiant,partner,2024-09-25,2024-11-11,False
IOC-002674,email,hr@secure-mail.com,CMP-0107,47,TLP:GREEN,ISAC Share,public,2026-05-04,2026-05-05,True
IOC-002675,sha256,5281663a70f86e0d342827c7a16e50d4435b31e557d14334dc194168fcc017f3,CMP-0141,67,TLP:CLEAR,Mandiant,partner,2025-08-14,2025-09-17,True
IOC-002676,domain,dropbox-share.net,CMP-0135,91,TLP:RED,Confidential HUMINT,public,2024-09-21,2024-11-05,False
IOC-002677,url,https://files.badhost.com/7c6142b2,CMP-0141,71,TLP:GREEN,Confidential HUMINT,confidential,2024-08-15,2024-08-26,False
IOC-002678,md5,3ab25feac394ea61dbaa5b24d29df68d,CMP-0023,63,TLP:CLEAR,VirusTotal,partner,2025-11-05,2025-12-28,True
IOC-002679,url,https://static.badhost.com/f43fd989,CMP-0075,68,TLP:AMBER,Abuse.ch,public,2024-12-03,2025-01-07,True
IOC-002680,md5,5656a6255e860b685032d2629a07d9db,CMP-0046,90,TLP:CLEAR,Recorded Future,confidential,2026-01-27,2026-02-22,False
IOC-002681,filename,resume-final.pdf.exe,CMP-0042,40,TLP:CLEAR,Recorded Future,restricted,2025-10-29,2025-12-23,True
IOC-002682,ipv4,213.237.182.182,CMP-0133,91,TLP:AMBER,CrowdStrike Falcon X,confidential,2025-03-04,2025-03-17,True
IOC-002683,email,hr@dropbox-team.com,CMP-0132,68,TLP:RED,Recorded Future,restricted,2025-06-07,2025-06-29,True
IOC-002684,domain,login-portal.co,CMP-0097,91,TLP:GREEN,VirusTotal,partner,2025-03-31,2025-05-03,True
IOC-002685,filename,resume_2026.zip,CMP-0058,81,TLP:RED,OSINT Crawler,restricted,2025-03-28,2025-04-20,True
IOC-002686,url,https://static.badhost.com/a77f86d5,CMP-0076,71,TLP:GREEN,OSINT Crawler,partner,2026-02-02,2026-02-14,False
IOC-002687,ipv4,27.187.86.213,CMP-0056,99,TLP:RED,VirusTotal,confidential,2025-07-19,2025-08-08,True
IOC-002688,ipv4,112.247.137.6,CMP-0094,61,TLP:AMBER,Recorded Future,confidential,2025-04-19,2025-06-12,True
IOC-002689,sha256,b7152a19c3665c7da2ff1f0fef83e09d24b3380f2c8e5124f0ed4a3e000a066f,CMP-0076,99,TLP:RED,VirusTotal,confidential,2025-05-13,2025-05-24,False
