indicator_id,indicator_value,urlhaus_type,host,url_status,threat,tags,family,payload_file_type,payload_md5,payload_sha256,urlhaus_reference,date_added
IOC-004835,b638d4d5fccbc89bc3aae0a8593c71a4bf61e5b2842d4de7e0f729739b3c416c,sha256,,,,,Generic,elf,,b638d4d5fccbc89bc3aae0a8593c71a4bf61e5b2842d4de7e0f729739b3c416c,,2026-06-10
IOC-004836,b6a273719035d672832cb0b119b3a0279e0802a6f6793bac554107d2ab6d1696,sha256,,,,,Generic,html,,b6a273719035d672832cb0b119b3a0279e0802a6f6793bac554107d2ab6d1696,,2026-06-10
IOC-004837,b6b0dccf402d349d93ed1220675be4d63fd506e1a207732924a98caea8813ce9,sha256,,,,,Gafgyt,elf,,b6b0dccf402d349d93ed1220675be4d63fd506e1a207732924a98caea8813ce9,,2026-06-11
IOC-004838,b7060387c40d51ac08a6e7ce33226b02f975ccfdc8ffa95c7412110e4adbe855,sha256,,,,,Stealc,exe,,b7060387c40d51ac08a6e7ce33226b02f975ccfdc8ffa95c7412110e4adbe855,,2026-06-10
IOC-004839,b710a338386da2886979c56af772f3b43fb8ac44eaa3e14004c168f1551d840d,sha256,,,,,Generic,zip,,b710a338386da2886979c56af772f3b43fb8ac44eaa3e14004c168f1551d840d,,2026-06-10
IOC-004840,b71d0a55a1c00a0d91e649c99bab396512bbba13e81e5c6952f8c40409752706,sha256,,,,,Generic,html,,b71d0a55a1c00a0d91e649c99bab396512bbba13e81e5c6952f8c40409752706,,2026-06-11
IOC-004841,b7432563662368e08d5c922117e22e0d095cd08d0117891143772064e144d8c6,sha256,,,,,Generic,html,,b7432563662368e08d5c922117e22e0d095cd08d0117891143772064e144d8c6,,2026-06-10
IOC-004842,b83fe5568cd2c954a7bbaf692e69ae18248fd790db54943f6321dbcd46f04e3e,sha256,,,,,Generic,zip,,b83fe5568cd2c954a7bbaf692e69ae18248fd790db54943f6321dbcd46f04e3e,,2026-06-11
IOC-004843,b874ca6f792c5492f40743e263d8a1459712d2238399d9f528c8067edee19b80,sha256,,,,,Generic,js,,b874ca6f792c5492f40743e263d8a1459712d2238399d9f528c8067edee19b80,,2026-06-10
IOC-004844,b8ae6ab9e9aef6d799f7dc4ec50ea2757bc90c9d0ce3beb2d113b2dedf41c6d6,sha256,,,,,Generic,elf,,b8ae6ab9e9aef6d799f7dc4ec50ea2757bc90c9d0ce3beb2d113b2dedf41c6d6,,2026-06-10
IOC-004845,b8fbb46d598b3fba159ce0670e366528f8e864b33cfeb29889f1d2cba2bca922,sha256,,,,,Generic,txt,,b8fbb46d598b3fba159ce0670e366528f8e864b33cfeb29889f1d2cba2bca922,,2026-06-10
IOC-004846,b90cd659e6bddb53360b11bd450c56f677367749366f0f2059c96ee663b1321a,sha256,,,,,Generic,exe,,b90cd659e6bddb53360b11bd450c56f677367749366f0f2059c96ee663b1321a,,2026-06-11
IOC-004847,b91fe511bade4aa830e3817833e865491b0e3d0127720d4e683219ddeffcf183,sha256,,,,,Generic,unknown,,b91fe511bade4aa830e3817833e865491b0e3d0127720d4e683219ddeffcf183,,2026-06-10
IOC-004848,b95a2348aec2d57db8fadb5eef79e307f86276c068e45a2aeebefe107f1fdaa5,sha256,,,,,Generic,unknown,,b95a2348aec2d57db8fadb5eef79e307f86276c068e45a2aeebefe107f1fdaa5,,2026-06-10
IOC-004849,b9698cf73eb3cf48f31e78e1582a4f03853da14b20081991af26393a2d171944,sha256,,,,,Generic,sh,,b9698cf73eb3cf48f31e78e1582a4f03853da14b20081991af26393a2d171944,,2026-06-10
IOC-004850,b985df1ed9299b2812d981149ab1ae895943dca7a50f6a1ada24a028f9b540a9,sha256,,,,,Mirai,elf,,b985df1ed9299b2812d981149ab1ae895943dca7a50f6a1ada24a028f9b540a9,,2026-06-10
IOC-004851,b98b38421db78fce2eccdf24d78ed258c0db7377911ec4c6b53d7ed940983350,sha256,,,,,Generic,unknown,,b98b38421db78fce2eccdf24d78ed258c0db7377911ec4c6b53d7ed940983350,,2026-06-10
IOC-004852,b98f9f58d15e051daf10c63b717780204a18c38a8b8ac23d3a2f686d30c07e09,sha256,,,,,Mirai,elf,,b98f9f58d15e051daf10c63b717780204a18c38a8b8ac23d3a2f686d30c07e09,,2026-06-10
IOC-004853,b9b4d53d1c77459d2cc71fe4e1fb6322dc98979675661ccbb57ac02017994ac3,sha256,,,,,Generic,zip,,b9b4d53d1c77459d2cc71fe4e1fb6322dc98979675661ccbb57ac02017994ac3,,2026-06-10
IOC-004854,b9f6643a2d20c099c42279da4f2834aa1e3fd8f8b31bd8c1f6393a0e2aa26439,sha256,,,,,Generic,html,,b9f6643a2d20c099c42279da4f2834aa1e3fd8f8b31bd8c1f6393a0e2aa26439,,2026-06-10
IOC-004855,ba47271532231975d45c37851b13b4edd6dbe7a1be4fef2e9634c66dcc63c02e,sha256,,,,,LeetHozer,elf,,ba47271532231975d45c37851b13b4edd6dbe7a1be4fef2e9634c66dcc63c02e,,2026-06-10
IOC-004856,ba5438d844e9c225229ea9185d86ae106e4c95b02a332bc8bd3572331528beab,sha256,,,,,Generic,unknown,,ba5438d844e9c225229ea9185d86ae106e4c95b02a332bc8bd3572331528beab,,2026-06-10
IOC-004857,ba63c83c9d4bd0d7a43412513e91150a85f6244e9879e9335e42b1d4ad2d4873,sha256,,,,,Generic,html,,ba63c83c9d4bd0d7a43412513e91150a85f6244e9879e9335e42b1d4ad2d4873,,2026-06-10
IOC-004858,ba6e13ce41abc5ff7b272002de76bae16554b4ab295cd07d41d10e764a4f29f3,sha256,,,,,Generic,hta,,ba6e13ce41abc5ff7b272002de76bae16554b4ab295cd07d41d10e764a4f29f3,,2026-06-10
IOC-004859,ba92a55c8fc059c2717576476f12fe7c4f99635f22beaf331dec2c261c51160a,sha256,,,,,Generic,unknown,,ba92a55c8fc059c2717576476f12fe7c4f99635f22beaf331dec2c261c51160a,,2026-06-10
IOC-004860,bbe3f6ce452702000ef0cac7e3e5dca49082d9fa387d5e69beb34e64e636d8ac,sha256,,,,,Generic,html,,bbe3f6ce452702000ef0cac7e3e5dca49082d9fa387d5e69beb34e64e636d8ac,,2026-06-10
IOC-004861,bc390bbf8ab84102c08cfec67a32393b20644b2ed35b293ba752e24f4a2ccdd6,sha256,,,,,Mirai,elf,,bc390bbf8ab84102c08cfec67a32393b20644b2ed35b293ba752e24f4a2ccdd6,,2026-06-10
IOC-004862,bc3b21c2849e279cdcc686978754b0daaa73041903cd2e02b0e48f237bace1a3,sha256,,,,,Generic,unknown,,bc3b21c2849e279cdcc686978754b0daaa73041903cd2e02b0e48f237bace1a3,,2026-06-10
IOC-004863,bcd9c2f7e03ec8ab4da91fcca0c70e8aec3deed3843ee3d9e1f7469457fa3276,sha256,,,,,Generic,html,,bcd9c2f7e03ec8ab4da91fcca0c70e8aec3deed3843ee3d9e1f7469457fa3276,,2026-06-10
IOC-004864,bd58dd9c73f7c616c1fd59a7ca2e13c054c8d2a5f9f36e1950f25e133044ac38,sha256,,,,,Generic,html,,bd58dd9c73f7c616c1fd59a7ca2e13c054c8d2a5f9f36e1950f25e133044ac38,,2026-06-10
IOC-004865,bd8b6578011cd3c9b377fa9b1b07fa879372a0632ca9eb46fd844f279991cbe2,sha256,,,,,Vidar,exe,,bd8b6578011cd3c9b377fa9b1b07fa879372a0632ca9eb46fd844f279991cbe2,,2026-06-10
IOC-004866,bda8d6766190639818b504be346cedf6d7b59a618a0395816d59be527287a1c9,sha256,,,,,Mirai,elf,,bda8d6766190639818b504be346cedf6d7b59a618a0395816d59be527287a1c9,,2026-06-11
IOC-004867,beb3d147e73cfab7dac16a0d469b8301d066d031cda58575c15949d4ccbf0c06,sha256,,,,,Generic,zip,,beb3d147e73cfab7dac16a0d469b8301d066d031cda58575c15949d4ccbf0c06,,2026-06-10
IOC-004868,bf265af40f99d3466f6eb88c40e70ce8c97d6c5b4f63ae0b034fb51bc4adf112,sha256,,,,,Mirai,elf,,bf265af40f99d3466f6eb88c40e70ce8c97d6c5b4f63ae0b034fb51bc4adf112,,2026-06-11
IOC-004869,bf6be1b8b100bc3ca6763f0d7e412108ed3fd60f05f2e5aec2042be3f1cda66d,sha256,,,,,Mirai,elf,,bf6be1b8b100bc3ca6763f0d7e412108ed3fd60f05f2e5aec2042be3f1cda66d,,2026-06-10
IOC-004870,bfb56a752d9ff85f4a5e21ed9a9eeef45f77072e94a9746ff15d77585d3b6b2f,sha256,,,,,Generic,sh,,bfb56a752d9ff85f4a5e21ed9a9eeef45f77072e94a9746ff15d77585d3b6b2f,,2026-06-11
IOC-004871,bfecf0e0813b358f11af031a0639ff80a2d30ae4c4dc9f9f4441e455adfb72c6,sha256,,,,,Generic,html,,bfecf0e0813b358f11af031a0639ff80a2d30ae4c4dc9f9f4441e455adfb72c6,,2026-06-10
IOC-004872,c16135457ff7c411a133671569533808d5a8ec35f80dd38795bfae3a4adb3609,sha256,,,,,Generic,html,,c16135457ff7c411a133671569533808d5a8ec35f80dd38795bfae3a4adb3609,,2026-06-10
IOC-004873,c20ad305ea54430d5b2e13a554678306e88ee75225da4e7097f562d2c0ab8083,sha256,,,,,Formbook,exe,,c20ad305ea54430d5b2e13a554678306e88ee75225da4e7097f562d2c0ab8083,,2026-06-10
IOC-004874,c21c27e06098b6ba39c7966133268a0e3294725c4cef8448d1641a27a381dde4,sha256,,,,,Generic,html,,c21c27e06098b6ba39c7966133268a0e3294725c4cef8448d1641a27a381dde4,,2026-06-11
IOC-004875,c23d71736780f67429a1c7c5954e00a5cf8eda964a2e347b2127b113b0e30100,sha256,,,,,Generic,html,,c23d71736780f67429a1c7c5954e00a5cf8eda964a2e347b2127b113b0e30100,,2026-06-11
IOC-004876,c27e7702c02f556f0c8b1531be8f203399c7ec29f616896cdf7ce2ca4bb78384,sha256,,,,,Generic,html,,c27e7702c02f556f0c8b1531be8f203399c7ec29f616896cdf7ce2ca4bb78384,,2026-06-10
IOC-004877,c30974caca9850c9ddf3cc64981ee660f64811afee92313ba78a26358bbd7d2a,sha256,,,,,Generic,json,,c30974caca9850c9ddf3cc64981ee660f64811afee92313ba78a26358bbd7d2a,,2026-06-10
IOC-004878,c45f08635913d4a968705ec95e1b1a95c269f7199104964729c1edb40dd0b6b9,sha256,,,,,Generic,html,,c45f08635913d4a968705ec95e1b1a95c269f7199104964729c1edb40dd0b6b9,,2026-06-11
IOC-004879,c4788301e277ceb9f0837a42e7530ecea3658fb3e4cb57af016cea8149d2278e,sha256,,,,,Generic,html,,c4788301e277ceb9f0837a42e7530ecea3658fb3e4cb57af016cea8149d2278e,,2026-06-11
IOC-004880,c49f23278a2781bac6427b883a2ae9711b68c67fa37ac88f42c7e439db50335b,sha256,,,,,Generic,html,,c49f23278a2781bac6427b883a2ae9711b68c67fa37ac88f42c7e439db50335b,,2026-06-10
IOC-004881,c524943531452c397b79b19a7308f134dee485612f8c336b232913e7f2892eee,sha256,,,,,Generic,html,,c524943531452c397b79b19a7308f134dee485612f8c336b232913e7f2892eee,,2026-06-11
IOC-004882,c58a66697713374f76610cf87737692c1d89bee6d8f7d7d12b58850147070135,sha256,,,,,Generic,exe,,c58a66697713374f76610cf87737692c1d89bee6d8f7d7d12b58850147070135,,2026-06-10
IOC-004883,c6eb11802a30246200703a0acd1bdeace3b491be413cf9d0ee64b2a031d0edec,sha256,,,,,Generic,html,,c6eb11802a30246200703a0acd1bdeace3b491be413cf9d0ee64b2a031d0edec,,2026-06-11
IOC-004884,c782459876456052915dcc2ccdc0a1356f29426697d4f8eef93f9f8ada654b59,sha256,,,,,Generic,unknown,,c782459876456052915dcc2ccdc0a1356f29426697d4f8eef93f9f8ada654b59,,2026-06-10
IOC-004885,c78aeb8a2bcfc5d65de5c0d75b7edeef5fcad34a93d2a4d94dac3b8da6fec29a,sha256,,,,,Generic,html,,c78aeb8a2bcfc5d65de5c0d75b7edeef5fcad34a93d2a4d94dac3b8da6fec29a,,2026-06-11
IOC-004886,c82b2e1f9f0eb866743b4990fd160bac98676c14825a65c13944c129268041e7,sha256,,,,,Mirai,elf,,c82b2e1f9f0eb866743b4990fd160bac98676c14825a65c13944c129268041e7,,2026-06-10
IOC-004887,c8674b07c8e1dd6344434893bc477b6e692bd0a7116bd3b72733ee3e3e7ef8be,sha256,,,,,Generic,html,,c8674b07c8e1dd6344434893bc477b6e692bd0a7116bd3b72733ee3e3e7ef8be,,2026-06-11
IOC-004888,c87367ea57b0d25985268e2ceecd7eda120b776a024412b1a93ef0c2630203c5,sha256,,,,,Generic,js,,c87367ea57b0d25985268e2ceecd7eda120b776a024412b1a93ef0c2630203c5,,2026-06-10
IOC-004889,c8cbb39d9d9b0c73e239ba4cda5afcef1681bd5b7a289732c7b2fe82bcc43a47,sha256,,,,,Generic,html,,c8cbb39d9d9b0c73e239ba4cda5afcef1681bd5b7a289732c7b2fe82bcc43a47,,2026-06-10
IOC-004890,c8ef8e6aba47e744c70bf009d2aed296953c548d67d5f016c7426eb86759c649,sha256,,,,,Generic,html,,c8ef8e6aba47e744c70bf009d2aed296953c548d67d5f016c7426eb86759c649,,2026-06-10
IOC-004891,c90197d80fec84e03147a7beb3ec030509127c3f574bccc6f6ba0766ed1b4680,sha256,,,,,Gafgyt,elf,,c90197d80fec84e03147a7beb3ec030509127c3f574bccc6f6ba0766ed1b4680,,2026-06-10
IOC-004892,c9163c75ac07bcb8e29700ce975b9ecff7da03c72c237a530a3cad5816e2682a,sha256,,,,,Generic,html,,c9163c75ac07bcb8e29700ce975b9ecff7da03c72c237a530a3cad5816e2682a,,2026-06-10
IOC-004893,c94920d45d52636d7fe58ef1fbe84edfe42d31d6a007f92dcdbf85ae764acac3,sha256,,,,,Generic,html,,c94920d45d52636d7fe58ef1fbe84edfe42d31d6a007f92dcdbf85ae764acac3,,2026-06-10
IOC-004894,c990c2651c79b473d438f7ebfc2354aaa7481a50c54ed6e200a30774197feb10,sha256,,,,,Mirai,elf,,c990c2651c79b473d438f7ebfc2354aaa7481a50c54ed6e200a30774197feb10,,2026-06-10
IOC-004895,c9a16a553fe803b1027a92db2df7f7691f5c6e5408ffab5b3e7b333a3b815eeb,sha256,,,,,Generic,json,,c9a16a553fe803b1027a92db2df7f7691f5c6e5408ffab5b3e7b333a3b815eeb,,2026-06-10
IOC-004896,ca59b9bd0a91124a63342c3bf9d96844222965b558242117fb6b51b393c5c700,sha256,,,,,Generic,html,,ca59b9bd0a91124a63342c3bf9d96844222965b558242117fb6b51b393c5c700,,2026-06-10
IOC-004897,ca711b6db11458cce4129caddfb65e39afd27214ffb89de7f79f8fd75f61296d,sha256,,,,,Generic,html,,ca711b6db11458cce4129caddfb65e39afd27214ffb89de7f79f8fd75f61296d,,2026-06-10
IOC-004898,ca94558fda8f998500e771117cd2caac038af5eecc186b7c1a43d1ef451c841e,sha256,,,,,Generic,txt,,ca94558fda8f998500e771117cd2caac038af5eecc186b7c1a43d1ef451c841e,,2026-06-10
IOC-004899,cab00023091ed3161dbf0ef4ea1119269be05376d1b9f4c71d5e47e83b8ac39b,sha256,,,,,Generic,html,,cab00023091ed3161dbf0ef4ea1119269be05376d1b9f4c71d5e47e83b8ac39b,,2026-06-10
IOC-004900,cad5261c8b2daa6af3b922a598ed9cfc3ae4b974231461e66a53d61cb135c198,sha256,,,,,RemcosRAT,js,,cad5261c8b2daa6af3b922a598ed9cfc3ae4b974231461e66a53d61cb135c198,,2026-06-10
IOC-004901,cae8a07ea351d73ee3fb4d649d38eed3d752e1e122b9537e5bfb28b0f5aba3c5,sha256,,,,,Generic,unknown,,cae8a07ea351d73ee3fb4d649d38eed3d752e1e122b9537e5bfb28b0f5aba3c5,,2026-06-10
IOC-004902,cb13fd3180a6ac90d480b60e5b69c41c52f482d35c8b87e6f3a8e7f993a1b995,sha256,,,,,Generic,js,,cb13fd3180a6ac90d480b60e5b69c41c52f482d35c8b87e6f3a8e7f993a1b995,,2026-06-10
IOC-004903,cb3b100dc4d0c8e4d6ad3bd584f1dd9f23644896d18844f44512cc1fe21c3945,sha256,,,,,ConnectWise,exe,,cb3b100dc4d0c8e4d6ad3bd584f1dd9f23644896d18844f44512cc1fe21c3945,,2026-06-10
IOC-004904,cbc74563c29c7e84196afd109075391776e9f4dff72fab6572c9accdd20d2219,sha256,,,,,Generic,html,,cbc74563c29c7e84196afd109075391776e9f4dff72fab6572c9accdd20d2219,,2026-06-10
IOC-004905,cc60ba7d2564844a25558b27d9a26dc6724f5c89191514867bd99706b99be17d,sha256,,,,,Mirai,elf,,cc60ba7d2564844a25558b27d9a26dc6724f5c89191514867bd99706b99be17d,,2026-06-10
IOC-004906,cca90dc056c74d20a05cef7b8d180f1e41722a19420f2db02ff6b08d44fe9aca,sha256,,,,,Generic,html,,cca90dc056c74d20a05cef7b8d180f1e41722a19420f2db02ff6b08d44fe9aca,,2026-06-11
IOC-004907,ccd16612d9b915699c3e9c6c0f5f25e0e89b66277c28cdb42c785e21476096e1,sha256,,,,,Mirai,elf,,ccd16612d9b915699c3e9c6c0f5f25e0e89b66277c28cdb42c785e21476096e1,,2026-06-10
IOC-004908,cd765d38e8f5695310641efdfada9b1fbd5401c3e69e7efdc3c2f1f19ca9d832,sha256,,,,,Generic,js,,cd765d38e8f5695310641efdfada9b1fbd5401c3e69e7efdc3c2f1f19ca9d832,,2026-06-10
IOC-004909,cdb5189be912f499bb2ca1ff5640305ab233dabf6e5076f7b6e48e58c27b941c,sha256,,,,,Generic,html,,cdb5189be912f499bb2ca1ff5640305ab233dabf6e5076f7b6e48e58c27b941c,,2026-06-10
IOC-004910,ce1943b472d597257a1221af46e66acee530cba99a68ad54d9c55a9a9a0980ad,sha256,,,,,Mirai,elf,,ce1943b472d597257a1221af46e66acee530cba99a68ad54d9c55a9a9a0980ad,,2026-06-10
IOC-004911,ced0bd471daedd7600f4367fb1906cef9d85e4bdc27d1b8c58c9008eeb9cb799,sha256,,,,,Generic,html,,ced0bd471daedd7600f4367fb1906cef9d85e4bdc27d1b8c58c9008eeb9cb799,,2026-06-10
IOC-004912,cf00ec5f2c68c86558bd874e252b80f287bb20e4a3ec96b3fbcaf96fb743074f,sha256,,,,,Generic,sh,,cf00ec5f2c68c86558bd874e252b80f287bb20e4a3ec96b3fbcaf96fb743074f,,2026-06-10
IOC-004913,cf60c90a9703d2523a647cff2fa47d885c591ce0060d3c25c23268842e1a65a9,sha256,,,,,Generic,unknown,,cf60c90a9703d2523a647cff2fa47d885c591ce0060d3c25c23268842e1a65a9,,2026-06-10
IOC-004914,cf93a6adf5fe0e4d31ac2c39e962cb9c5819e33c0c1494758cfcb6c2a16d4da6,sha256,,,,,Generic,exe,,cf93a6adf5fe0e4d31ac2c39e962cb9c5819e33c0c1494758cfcb6c2a16d4da6,,2026-06-10
IOC-004915,cfa824da6cef83938fdbfea47854264889c21ca34cf01da23fcbd97ed85ab455,sha256,,,,,Generic,html,,cfa824da6cef83938fdbfea47854264889c21ca34cf01da23fcbd97ed85ab455,,2026-06-10
IOC-004916,d0e29f38e0a32fe5e2a054e431a5326e45f3f4424bd1a0a4e8b7b7f37e807335,sha256,,,,,Mirai,elf,,d0e29f38e0a32fe5e2a054e431a5326e45f3f4424bd1a0a4e8b7b7f37e807335,,2026-06-10
IOC-004917,d15376f032034f51815c3deb86b270730b7faa8a9e76d245615204684f0e89a4,sha256,,,,,Generic,html,,d15376f032034f51815c3deb86b270730b7faa8a9e76d245615204684f0e89a4,,2026-06-10
IOC-004918,d1654ee1272baee707f1ac0f158be80be347af9a3a15927ad8ba51dcfc35e2d3,sha256,,,,,Formbook,exe,,d1654ee1272baee707f1ac0f158be80be347af9a3a15927ad8ba51dcfc35e2d3,,2026-06-10
IOC-004919,d16f78708263596d62bdb7ca4289a3efa85faebd0fb0225aeabddbee8dd47a2b,sha256,,,,,Generic,js,,d16f78708263596d62bdb7ca4289a3efa85faebd0fb0225aeabddbee8dd47a2b,,2026-06-10
IOC-004920,d1b7a4a62dfe635f88904f53c8d4537bdbde42dcfec2ddc3a2b27e15e747d8b5,sha256,,,,,Generic,lnk,,d1b7a4a62dfe635f88904f53c8d4537bdbde42dcfec2ddc3a2b27e15e747d8b5,,2026-06-10
IOC-004921,d210d9e3d2f50a62ece87f2029a8918740640a94d852e098daaeefd439958947,sha256,,,,,Generic,unknown,,d210d9e3d2f50a62ece87f2029a8918740640a94d852e098daaeefd439958947,,2026-06-10
IOC-004922,d234a6094c5edb6a1193d31840a14f25fa4eee9d906b822765f2d20d6c5102ac,sha256,,,,,Mirai,elf,,d234a6094c5edb6a1193d31840a14f25fa4eee9d906b822765f2d20d6c5102ac,,2026-06-10
IOC-004923,d2fb416e631a8385cfee7a0769cd7aeaf84c0e175ce2a44509c60e9517779b39,sha256,,,,,Mirai,elf,,d2fb416e631a8385cfee7a0769cd7aeaf84c0e175ce2a44509c60e9517779b39,,2026-06-10
IOC-004924,d31eb4dc819cd0ef8e3ebaeaf6d4b1b66b33f0b346ebf1185103fd8272290506,sha256,,,,,Generic,html,,d31eb4dc819cd0ef8e3ebaeaf6d4b1b66b33f0b346ebf1185103fd8272290506,,2026-06-10
IOC-004925,d52367664a948db5126f1164ea3311b5d4e245ce40c644de571dbc4c1bd2759d,sha256,,,,,Generic,html,,d52367664a948db5126f1164ea3311b5d4e245ce40c644de571dbc4c1bd2759d,,2026-06-10
IOC-004926,d58c8ba3cc2fc7fa0bce7ddbd8bfb14cc4c4b9a89bcd7e084f62324691b69141,sha256,,,,,Mirai,elf,,d58c8ba3cc2fc7fa0bce7ddbd8bfb14cc4c4b9a89bcd7e084f62324691b69141,,2026-06-10
IOC-004927,d5a46fe790fd0774e382a3b2afce3906d0b02eaf7e6529e837f891d4502cb32b,sha256,,,,,Generic,html,,d5a46fe790fd0774e382a3b2afce3906d0b02eaf7e6529e837f891d4502cb32b,,2026-06-10
IOC-004928,d5e9a09e53a48dbff45801d432cdbccc87e1635fc922ee25f9287a4b642d3e99,sha256,,,,,Generic,unknown,,d5e9a09e53a48dbff45801d432cdbccc87e1635fc922ee25f9287a4b642d3e99,,2026-06-10
IOC-004929,d5ec73055e0cd22b4a31cfd3e801bd0f47380030802e03bdfcf3f6dfd0e4a9d0,sha256,,,,,Generic,txt,,d5ec73055e0cd22b4a31cfd3e801bd0f47380030802e03bdfcf3f6dfd0e4a9d0,,2026-06-10
IOC-004930,d6e7397ed255689006f48918b79efa661af40641acccb70b5b207e8245d2ea8a,sha256,,,,,Mirai,elf,,d6e7397ed255689006f48918b79efa661af40641acccb70b5b207e8245d2ea8a,,2026-06-10
IOC-004931,d701712a32f270c514e81d53a87d16d76a710c2a2f0fda1654460d30ec414c19,sha256,,,,,Generic,js,,d701712a32f270c514e81d53a87d16d76a710c2a2f0fda1654460d30ec414c19,,2026-06-11
IOC-004932,d75560f2304aab27323cdbd1fd447d73a2ec0afd25dbe224db60b64d987404ea,sha256,,,,,Generic,unknown,,d75560f2304aab27323cdbd1fd447d73a2ec0afd25dbe224db60b64d987404ea,,2026-06-10
IOC-004933,d78759b88ae3962a1f6e1adad5e2b3155d4a575ea2b162615b4740d3b623dbc4,sha256,,,,,Generic,html,,d78759b88ae3962a1f6e1adad5e2b3155d4a575ea2b162615b4740d3b623dbc4,,2026-06-11
IOC-004934,d7b844b2c6882889b92469fd5c84be9303f7e54f8beace6fdc86cc18119f5be3,sha256,,,,,Generic,unknown,,d7b844b2c6882889b92469fd5c84be9303f7e54f8beace6fdc86cc18119f5be3,,2026-06-10
IOC-004935,d80c93a129d1a7f6d9dc2beba196c79ee6a22b586ffc57a0937eeb8d6664463e,sha256,,,,,Generic,html,,d80c93a129d1a7f6d9dc2beba196c79ee6a22b586ffc57a0937eeb8d6664463e,,2026-06-11
IOC-004936,d8d40c9213482971b1c2ba8993403e679a3d36453b59fee768a8656ab0305592,sha256,,,,,Mirai,elf,,d8d40c9213482971b1c2ba8993403e679a3d36453b59fee768a8656ab0305592,,2026-06-10
IOC-004937,d99796073dfaed40d0dc92868d43a93e1ea0ea0cf81074b30b7d80c00cc3b15e,sha256,,,,,PureHVNC,exe,,d99796073dfaed40d0dc92868d43a93e1ea0ea0cf81074b30b7d80c00cc3b15e,,2026-06-10
IOC-004938,db31d33c4f89802ec63c8dcbb82a8251af7f68623c426e535ccc13a6778d056b,sha256,,,,,Mirai,elf,,db31d33c4f89802ec63c8dcbb82a8251af7f68623c426e535ccc13a6778d056b,,2026-06-10
IOC-004939,db460d10be3306df9ec885fb5add1625139620e8233d1de6b35a5ef66b978404,sha256,,,,,Mirai,sh,,db460d10be3306df9ec885fb5add1625139620e8233d1de6b35a5ef66b978404,,2026-06-10
IOC-004940,db5858ea29d7a59cfb8b83ce0b84d58a315af57af0fb798e9501b6d7c1e26831,sha256,,,,,Generic,html,,db5858ea29d7a59cfb8b83ce0b84d58a315af57af0fb798e9501b6d7c1e26831,,2026-06-11
IOC-004941,dc37fc481b3e51ab17e8034e922bec396785cce3c31e48b76f0fb24fcb71b6f1,sha256,,,,,Generic,unknown,,dc37fc481b3e51ab17e8034e922bec396785cce3c31e48b76f0fb24fcb71b6f1,,2026-06-11
IOC-004942,dc45c5cf8f0d9fad63c6569f2a5b8acc1032283bbd8c1137bada8b026ebbe395,sha256,,,,,Generic,elf,,dc45c5cf8f0d9fad63c6569f2a5b8acc1032283bbd8c1137bada8b026ebbe395,,2026-06-10
IOC-004943,dce8bdb8e65cbc5ba20c974fa2ba09257f4c5a0124a1a0a9766ba963ebafc332,sha256,,,,,Generic,elf,,dce8bdb8e65cbc5ba20c974fa2ba09257f4c5a0124a1a0a9766ba963ebafc332,,2026-06-10
IOC-004944,dd57b1807a15138496f5f96a47185db7e3518e78123fe48ebc2faa8b5d9b62d0,sha256,,,,,Generic,html,,dd57b1807a15138496f5f96a47185db7e3518e78123fe48ebc2faa8b5d9b62d0,,2026-06-10
IOC-004945,ddcb296536820a17f7303abb266a7c88a64cf75968afcdb9511868ccf384a780,sha256,,,,,Mirai,elf,,ddcb296536820a17f7303abb266a7c88a64cf75968afcdb9511868ccf384a780,,2026-06-10
IOC-004946,de160fc8a618fb88130f3a5d9f620152d6ce3af6b30f5bd3c21ea5149ad7dcd4,sha256,,,,,Generic,html,,de160fc8a618fb88130f3a5d9f620152d6ce3af6b30f5bd3c21ea5149ad7dcd4,,2026-06-11
IOC-004947,de2a621dbfcb128fa7d66db6f8683d18967779f53710533d8336702acfcbe750,sha256,,,,,Generic,zip,,de2a621dbfcb128fa7d66db6f8683d18967779f53710533d8336702acfcbe750,,2026-06-10
IOC-004948,dee3509350d96f3b5079607d9049a99acbd85a87907c3800461fd01e75cf057f,sha256,,,,,Mirai,elf,,dee3509350d96f3b5079607d9049a99acbd85a87907c3800461fd01e75cf057f,,2026-06-11
IOC-004949,df148060cc3b4864e868222a1e731c092f50cc3121f27fc888048be0af862c0d,sha256,,,,,Generic,js,,df148060cc3b4864e868222a1e731c092f50cc3121f27fc888048be0af862c0d,,2026-06-10
IOC-004950,df35ef64e2597eac8ca496beea82ceb595474ce5fcd02613efbf607607132328,sha256,,,,,Gafgyt,elf,,df35ef64e2597eac8ca496beea82ceb595474ce5fcd02613efbf607607132328,,2026-06-10
IOC-004951,df433249c214de2cd26aee56d440bed02143f062bd95d9db60e91d499a80ea41,sha256,,,,,CoinMiner,exe,,df433249c214de2cd26aee56d440bed02143f062bd95d9db60e91d499a80ea41,,2026-06-10
IOC-004952,dfbd499ceff40f6949826bcc1b6cf6ff44326f26230a7e3ecc48e3de2c802a9b,sha256,,,,,Generic,html,,dfbd499ceff40f6949826bcc1b6cf6ff44326f26230a7e3ecc48e3de2c802a9b,,2026-06-10
