score_id,account_id,score_date,risk_score,risk_band,model_version,top_signal
SCR-0005667,ACC-000681,2026-05-16,38,low,risk-model-v3.4,new_device_burst
SCR-0005668,ACC-000681,2026-05-15,48,medium,risk-model-v3.3,new_device_burst
SCR-0005669,ACC-000681,2026-05-14,46,medium,risk-model-v3.4,new_device_burst
SCR-0005670,ACC-000681,2026-05-13,42,medium,risk-model-v3.2,new_device_burst
SCR-0005671,ACC-000681,2026-05-12,40,medium,risk-model-v3.2,new_device_burst
SCR-0005672,ACC-000681,2026-05-11,38,low,risk-model-v3.3,new_device_burst
SCR-0005673,ACC-000681,2026-05-10,45,medium,risk-model-v3.4,new_device_burst
SCR-0005674,ACC-000681,2026-05-09,33,low,risk-model-v3.4,new_device_burst
SCR-0005675,ACC-000681,2026-05-08,44,medium,risk-model-v3.2,new_device_burst
SCR-0005676,ACC-000681,2026-05-07,33,low,risk-model-v3.4,new_device_burst
SCR-0005677,ACC-000681,2026-05-06,44,medium,risk-model-v3.2,new_device_burst
SCR-0005678,ACC-000681,2026-05-05,42,medium,risk-model-v3.2,new_device_burst
SCR-0005679,ACC-000681,2026-05-04,43,medium,risk-model-v3.2,new_device_burst
SCR-0005680,ACC-000681,2026-05-03,35,low,risk-model-v3.4,new_device_burst
SCR-0005681,ACC-000710,2026-06-01,84,high,risk-model-v3.2,api_token_abuse
SCR-0005682,ACC-000710,2026-05-29,82,high,risk-model-v3.3,api_token_abuse
SCR-0005683,ACC-000710,2026-05-26,88,high,risk-model-v3.4,api_token_abuse
SCR-0005684,ACC-000710,2026-05-23,77,high,risk-model-v3.2,api_token_abuse
SCR-0005685,ACC-000710,2026-05-20,84,high,risk-model-v3.4,api_token_abuse
SCR-0005686,ACC-000710,2026-05-17,85,high,risk-model-v3.3,api_token_abuse
SCR-0005687,ACC-000710,2026-05-14,84,high,risk-model-v3.4,api_token_abuse
SCR-0005688,ACC-000710,2026-05-11,86,high,risk-model-v3.4,api_token_abuse
SCR-0005689,ACC-000710,2026-05-08,77,high,risk-model-v3.2,api_token_abuse
SCR-0005690,ACC-000710,2026-05-05,88,high,risk-model-v3.2,api_token_abuse
SCR-0005691,ACC-001613,2026-06-01,75,high,risk-model-v3.3,mfa_fatigue
SCR-0005692,ACC-001613,2026-05-30,71,high,risk-model-v3.4,mfa_fatigue
SCR-0005693,ACC-001613,2026-05-28,80,high,risk-model-v3.4,mfa_fatigue
SCR-0005694,ACC-001613,2026-05-26,75,high,risk-model-v3.4,mfa_fatigue
SCR-0005695,ACC-001613,2026-05-24,76,high,risk-model-v3.3,mfa_fatigue
SCR-0005696,ACC-001613,2026-05-22,72,high,risk-model-v3.2,mfa_fatigue
SCR-0005697,ACC-001613,2026-05-20,73,high,risk-model-v3.4,mfa_fatigue
SCR-0005698,ACC-001613,2026-05-18,82,high,risk-model-v3.3,mfa_fatigue
SCR-0005699,ACC-001613,2026-05-16,81,high,risk-model-v3.2,mfa_fatigue
SCR-0005700,ACC-001613,2026-05-14,82,high,risk-model-v3.4,mfa_fatigue
SCR-0005701,ACC-001613,2026-05-12,72,high,risk-model-v3.2,mfa_fatigue
SCR-0005702,ACC-001613,2026-05-10,84,high,risk-model-v3.2,mfa_fatigue
SCR-0005703,ACC-001613,2026-05-08,80,high,risk-model-v3.4,mfa_fatigue
SCR-0005704,ACC-001613,2026-05-06,79,high,risk-model-v3.4,mfa_fatigue
SCR-0005705,ACC-001613,2026-05-04,85,high,risk-model-v3.3,mfa_fatigue
SCR-0005706,ACC-000204,2026-06-01,89,high,risk-model-v3.2,new_device_burst
SCR-0005707,ACC-000204,2026-05-29,87,high,risk-model-v3.3,new_device_burst
SCR-0005708,ACC-000204,2026-05-26,87,high,risk-model-v3.2,new_device_burst
SCR-0005709,ACC-000204,2026-05-23,88,high,risk-model-v3.3,new_device_burst
SCR-0005710,ACC-000204,2026-05-20,94,critical,risk-model-v3.4,new_device_burst
SCR-0005711,ACC-000204,2026-05-17,93,critical,risk-model-v3.3,new_device_burst
SCR-0005712,ACC-000204,2026-05-14,83,high,risk-model-v3.4,new_device_burst
SCR-0005713,ACC-000204,2026-05-11,97,critical,risk-model-v3.2,new_device_burst
SCR-0005714,ACC-000204,2026-05-08,89,high,risk-model-v3.2,new_device_burst
SCR-0005715,ACC-000204,2026-05-05,84,high,risk-model-v3.4,new_device_burst
SCR-0005716,ACC-000706,2026-06-01,62,medium,risk-model-v3.2,mass_file_download
SCR-0005717,ACC-000706,2026-05-29,64,medium,risk-model-v3.3,mass_file_download
SCR-0005718,ACC-000706,2026-05-26,52,medium,risk-model-v3.3,mass_file_download
SCR-0005719,ACC-000706,2026-05-23,57,medium,risk-model-v3.4,mass_file_download
SCR-0005720,ACC-000706,2026-05-20,55,medium,risk-model-v3.4,mass_file_download
SCR-0005721,ACC-000706,2026-05-17,54,medium,risk-model-v3.3,mass_file_download
SCR-0005722,ACC-000706,2026-05-14,53,medium,risk-model-v3.2,mass_file_download
SCR-0005723,ACC-000706,2026-05-11,56,medium,risk-model-v3.2,mass_file_download
SCR-0005724,ACC-000706,2026-05-08,59,medium,risk-model-v3.2,mass_file_download
SCR-0005725,ACC-000706,2026-05-05,52,medium,risk-model-v3.4,mass_file_download
SCR-0005726,ACC-001405,2026-06-01,81,high,risk-model-v3.3,mfa_fatigue
SCR-0005727,ACC-001405,2026-05-31,87,high,risk-model-v3.4,mfa_fatigue
SCR-0005728,ACC-001405,2026-05-30,87,high,risk-model-v3.2,mfa_fatigue
SCR-0005729,ACC-001405,2026-05-29,93,critical,risk-model-v3.3,mfa_fatigue
SCR-0005730,ACC-001405,2026-05-28,79,high,risk-model-v3.2,mfa_fatigue
SCR-0005731,ACC-001405,2026-05-27,83,high,risk-model-v3.2,mfa_fatigue
SCR-0005732,ACC-001405,2026-05-26,80,high,risk-model-v3.3,mfa_fatigue
SCR-0005733,ACC-001405,2026-05-25,81,high,risk-model-v3.3,mfa_fatigue
SCR-0005734,ACC-001405,2026-05-24,95,critical,risk-model-v3.4,mfa_fatigue
SCR-0005735,ACC-001405,2026-05-23,93,critical,risk-model-v3.2,mfa_fatigue
SCR-0005736,ACC-001405,2026-05-22,83,high,risk-model-v3.3,mfa_fatigue
SCR-0005737,ACC-001405,2026-05-21,82,high,risk-model-v3.3,mfa_fatigue
SCR-0005738,ACC-001405,2026-05-20,89,high,risk-model-v3.2,mfa_fatigue
SCR-0005739,ACC-001405,2026-05-19,93,critical,risk-model-v3.3,mfa_fatigue
SCR-0005740,ACC-001405,2026-05-18,94,critical,risk-model-v3.4,mfa_fatigue
SCR-0005741,ACC-001405,2026-05-17,80,high,risk-model-v3.4,mfa_fatigue
SCR-0005742,ACC-001405,2026-05-16,93,critical,risk-model-v3.3,mfa_fatigue
SCR-0005743,ACC-001405,2026-05-15,79,high,risk-model-v3.2,mfa_fatigue
SCR-0005744,ACC-001405,2026-05-14,80,high,risk-model-v3.3,mfa_fatigue
SCR-0005745,ACC-001405,2026-05-13,85,high,risk-model-v3.4,mfa_fatigue
SCR-0005746,ACC-001405,2026-05-12,80,high,risk-model-v3.4,mfa_fatigue
SCR-0005747,ACC-001405,2026-05-11,86,high,risk-model-v3.2,mfa_fatigue
SCR-0005748,ACC-001405,2026-05-10,80,high,risk-model-v3.2,mfa_fatigue
SCR-0005749,ACC-001405,2026-05-09,81,high,risk-model-v3.3,mfa_fatigue
SCR-0005750,ACC-001405,2026-05-08,79,high,risk-model-v3.3,mfa_fatigue
SCR-0005751,ACC-001405,2026-05-07,94,critical,risk-model-v3.4,mfa_fatigue
SCR-0005752,ACC-001405,2026-05-06,93,critical,risk-model-v3.4,mfa_fatigue
SCR-0005753,ACC-001405,2026-05-05,90,critical,risk-model-v3.3,mfa_fatigue
SCR-0005754,ACC-001405,2026-05-04,86,high,risk-model-v3.3,mfa_fatigue
SCR-0005755,ACC-001405,2026-05-03,88,high,risk-model-v3.4,mfa_fatigue
SCR-0005756,ACC-001496,2026-06-01,68,medium,risk-model-v3.4,api_token_abuse
SCR-0005757,ACC-001496,2026-05-29,57,medium,risk-model-v3.2,api_token_abuse
SCR-0005758,ACC-001496,2026-05-26,61,medium,risk-model-v3.2,api_token_abuse
SCR-0005759,ACC-001496,2026-05-23,69,medium,risk-model-v3.2,api_token_abuse
SCR-0005760,ACC-001496,2026-05-20,59,medium,risk-model-v3.4,api_token_abuse
SCR-0005761,ACC-001496,2026-05-17,61,medium,risk-model-v3.2,api_token_abuse
SCR-0005762,ACC-001496,2026-05-14,63,medium,risk-model-v3.2,api_token_abuse
SCR-0005763,ACC-001496,2026-05-11,60,medium,risk-model-v3.2,api_token_abuse
SCR-0005764,ACC-001496,2026-05-08,57,medium,risk-model-v3.2,api_token_abuse
SCR-0005765,ACC-001496,2026-05-05,57,medium,risk-model-v3.4,api_token_abuse
SCR-0005766,ACC-001879,2026-06-01,27,low,risk-model-v3.3,credential_stuffing
SCR-0005767,ACC-001879,2026-05-29,27,low,risk-model-v3.2,credential_stuffing
SCR-0005768,ACC-001879,2026-05-26,29,low,risk-model-v3.3,credential_stuffing
SCR-0005769,ACC-001879,2026-05-23,27,low,risk-model-v3.4,credential_stuffing
SCR-0005770,ACC-001879,2026-05-20,28,low,risk-model-v3.2,credential_stuffing
SCR-0005771,ACC-001879,2026-05-17,26,low,risk-model-v3.2,credential_stuffing
SCR-0005772,ACC-001879,2026-05-14,30,low,risk-model-v3.3,credential_stuffing
SCR-0005773,ACC-001879,2026-05-11,33,low,risk-model-v3.4,credential_stuffing
SCR-0005774,ACC-001879,2026-05-08,35,low,risk-model-v3.4,credential_stuffing
SCR-0005775,ACC-001879,2026-05-05,32,low,risk-model-v3.3,credential_stuffing
SCR-0005776,ACC-001665,2026-06-01,75,high,risk-model-v3.3,impossible_travel
SCR-0005777,ACC-001665,2026-05-31,75,high,risk-model-v3.2,impossible_travel
SCR-0005778,ACC-001665,2026-05-30,66,medium,risk-model-v3.2,impossible_travel
SCR-0005779,ACC-001665,2026-05-29,75,high,risk-model-v3.3,impossible_travel
SCR-0005780,ACC-001665,2026-05-28,76,high,risk-model-v3.3,impossible_travel
SCR-0005781,ACC-001665,2026-05-27,70,high,risk-model-v3.3,impossible_travel
SCR-0005782,ACC-001665,2026-05-26,69,medium,risk-model-v3.2,impossible_travel
SCR-0005783,ACC-001665,2026-05-25,80,high,risk-model-v3.4,impossible_travel
SCR-0005784,ACC-001665,2026-05-24,72,high,risk-model-v3.4,impossible_travel
SCR-0005785,ACC-001665,2026-05-23,79,high,risk-model-v3.4,impossible_travel
SCR-0005786,ACC-001665,2026-05-22,76,high,risk-model-v3.3,impossible_travel
SCR-0005787,ACC-001665,2026-05-21,80,high,risk-model-v3.2,impossible_travel
SCR-0005788,ACC-001665,2026-05-20,78,high,risk-model-v3.4,impossible_travel
SCR-0005789,ACC-001665,2026-05-19,80,high,risk-model-v3.4,impossible_travel
SCR-0005790,ACC-001665,2026-05-18,79,high,risk-model-v3.2,impossible_travel
SCR-0005791,ACC-001665,2026-05-17,72,high,risk-model-v3.4,impossible_travel
SCR-0005792,ACC-001665,2026-05-16,77,high,risk-model-v3.2,impossible_travel
SCR-0005793,ACC-001665,2026-05-15,74,high,risk-model-v3.4,impossible_travel
SCR-0005794,ACC-001665,2026-05-14,72,high,risk-model-v3.4,impossible_travel
SCR-0005795,ACC-001665,2026-05-13,81,high,risk-model-v3.3,impossible_travel
SCR-0005796,ACC-001665,2026-05-12,71,high,risk-model-v3.3,impossible_travel
SCR-0005797,ACC-001665,2026-05-11,74,high,risk-model-v3.4,impossible_travel
SCR-0005798,ACC-001665,2026-05-10,78,high,risk-model-v3.2,impossible_travel
SCR-0005799,ACC-001665,2026-05-09,80,high,risk-model-v3.3,impossible_travel
SCR-0005800,ACC-001665,2026-05-08,79,high,risk-model-v3.2,impossible_travel
SCR-0005801,ACC-001665,2026-05-07,65,medium,risk-model-v3.4,impossible_travel
SCR-0005802,ACC-001665,2026-05-06,71,high,risk-model-v3.3,impossible_travel
SCR-0005803,ACC-001665,2026-05-05,66,medium,risk-model-v3.3,impossible_travel
SCR-0005804,ACC-001665,2026-05-04,71,high,risk-model-v3.3,impossible_travel
SCR-0005805,ACC-001665,2026-05-03,76,high,risk-model-v3.2,impossible_travel
SCR-0005806,ACC-000136,2026-06-01,16,low,risk-model-v3.2,data_staging
SCR-0005807,ACC-000136,2026-05-31,17,low,risk-model-v3.2,data_staging
SCR-0005808,ACC-000136,2026-05-30,17,low,risk-model-v3.4,data_staging
SCR-0005809,ACC-000136,2026-05-29,18,low,risk-model-v3.2,data_staging
SCR-0005810,ACC-000136,2026-05-28,16,low,risk-model-v3.2,data_staging
SCR-0005811,ACC-000136,2026-05-27,27,low,risk-model-v3.3,data_staging
SCR-0005812,ACC-000136,2026-05-26,30,low,risk-model-v3.3,data_staging
SCR-0005813,ACC-000136,2026-05-25,18,low,risk-model-v3.2,data_staging
SCR-0005814,ACC-000136,2026-05-24,22,low,risk-model-v3.3,data_staging
SCR-0005815,ACC-000136,2026-05-23,29,low,risk-model-v3.2,data_staging
SCR-0005816,ACC-000136,2026-05-22,24,low,risk-model-v3.2,data_staging
SCR-0005817,ACC-000136,2026-05-21,25,low,risk-model-v3.2,data_staging
SCR-0005818,ACC-000136,2026-05-20,28,low,risk-model-v3.3,data_staging
SCR-0005819,ACC-000136,2026-05-19,16,low,risk-model-v3.4,data_staging
SCR-0005820,ACC-000136,2026-05-18,25,low,risk-model-v3.4,data_staging
SCR-0005821,ACC-000136,2026-05-17,24,low,risk-model-v3.3,data_staging
SCR-0005822,ACC-000136,2026-05-16,20,low,risk-model-v3.2,data_staging
SCR-0005823,ACC-000136,2026-05-15,18,low,risk-model-v3.4,data_staging
SCR-0005824,ACC-000136,2026-05-14,18,low,risk-model-v3.3,data_staging
SCR-0005825,ACC-000136,2026-05-13,18,low,risk-model-v3.4,data_staging
SCR-0005826,ACC-000136,2026-05-12,17,low,risk-model-v3.4,data_staging
SCR-0005827,ACC-000136,2026-05-11,19,low,risk-model-v3.2,data_staging
SCR-0005828,ACC-000136,2026-05-10,17,low,risk-model-v3.2,data_staging
SCR-0005829,ACC-000136,2026-05-09,21,low,risk-model-v3.4,data_staging
SCR-0005830,ACC-000136,2026-05-08,21,low,risk-model-v3.2,data_staging
SCR-0005831,ACC-000136,2026-05-07,22,low,risk-model-v3.4,data_staging
SCR-0005832,ACC-000136,2026-05-06,22,low,risk-model-v3.4,data_staging
SCR-0005833,ACC-000136,2026-05-05,22,low,risk-model-v3.4,data_staging
SCR-0005834,ACC-000136,2026-05-04,19,low,risk-model-v3.3,data_staging
SCR-0005835,ACC-000136,2026-05-03,21,low,risk-model-v3.4,data_staging
SCR-0005836,ACC-001967,2026-06-01,91,critical,risk-model-v3.3,anomalous_share_external
SCR-0005837,ACC-001967,2026-05-31,96,critical,risk-model-v3.4,anomalous_share_external
SCR-0005838,ACC-001967,2026-05-30,93,critical,risk-model-v3.2,anomalous_share_external
SCR-0005839,ACC-001967,2026-05-29,81,high,risk-model-v3.4,anomalous_share_external
SCR-0005840,ACC-001967,2026-05-28,82,high,risk-model-v3.3,anomalous_share_external
SCR-0005841,ACC-001967,2026-05-27,89,high,risk-model-v3.2,anomalous_share_external
SCR-0005842,ACC-001967,2026-05-26,93,critical,risk-model-v3.3,anomalous_share_external
SCR-0005843,ACC-001967,2026-05-25,94,critical,risk-model-v3.2,anomalous_share_external
SCR-0005844,ACC-001967,2026-05-24,82,high,risk-model-v3.3,anomalous_share_external
SCR-0005845,ACC-001967,2026-05-23,85,high,risk-model-v3.2,anomalous_share_external
SCR-0005846,ACC-001967,2026-05-22,93,critical,risk-model-v3.4,anomalous_share_external
SCR-0005847,ACC-001967,2026-05-21,93,critical,risk-model-v3.2,anomalous_share_external
SCR-0005848,ACC-001967,2026-05-20,85,high,risk-model-v3.4,anomalous_share_external
SCR-0005849,ACC-001967,2026-05-19,92,critical,risk-model-v3.2,anomalous_share_external
SCR-0005850,ACC-001967,2026-05-18,87,high,risk-model-v3.4,anomalous_share_external
SCR-0005851,ACC-001967,2026-05-17,94,critical,risk-model-v3.3,anomalous_share_external
SCR-0005852,ACC-001967,2026-05-16,83,high,risk-model-v3.2,anomalous_share_external
SCR-0005853,ACC-001967,2026-05-15,81,high,risk-model-v3.4,anomalous_share_external
SCR-0005854,ACC-001967,2026-05-14,96,critical,risk-model-v3.4,anomalous_share_external
SCR-0005855,ACC-001967,2026-05-13,82,high,risk-model-v3.4,anomalous_share_external
SCR-0005856,ACC-001967,2026-05-12,89,high,risk-model-v3.3,anomalous_share_external
SCR-0005857,ACC-001967,2026-05-11,83,high,risk-model-v3.4,anomalous_share_external
SCR-0005858,ACC-001967,2026-05-10,95,critical,risk-model-v3.4,anomalous_share_external
SCR-0005859,ACC-001967,2026-05-09,95,critical,risk-model-v3.2,anomalous_share_external
SCR-0005860,ACC-001967,2026-05-08,85,high,risk-model-v3.3,anomalous_share_external
SCR-0005861,ACC-001967,2026-05-07,97,critical,risk-model-v3.3,anomalous_share_external
SCR-0005862,ACC-001967,2026-05-06,88,high,risk-model-v3.3,anomalous_share_external
SCR-0005863,ACC-001967,2026-05-05,87,high,risk-model-v3.4,anomalous_share_external
SCR-0005864,ACC-001967,2026-05-04,83,high,risk-model-v3.4,anomalous_share_external
SCR-0005865,ACC-001967,2026-05-03,96,critical,risk-model-v3.4,anomalous_share_external
SCR-0005866,ACC-001599,2026-06-01,68,medium,risk-model-v3.3,anomalous_share_external
SCR-0005867,ACC-001599,2026-05-31,59,medium,risk-model-v3.2,anomalous_share_external
SCR-0005868,ACC-001599,2026-05-30,53,medium,risk-model-v3.2,anomalous_share_external
SCR-0005869,ACC-001599,2026-05-29,54,medium,risk-model-v3.2,anomalous_share_external
SCR-0005870,ACC-001599,2026-05-28,63,medium,risk-model-v3.3,anomalous_share_external
SCR-0005871,ACC-001599,2026-05-27,58,medium,risk-model-v3.4,anomalous_share_external
SCR-0005872,ACC-001599,2026-05-26,69,medium,risk-model-v3.3,anomalous_share_external
SCR-0005873,ACC-001599,2026-05-25,58,medium,risk-model-v3.4,anomalous_share_external
SCR-0005874,ACC-001599,2026-05-24,67,medium,risk-model-v3.2,anomalous_share_external
SCR-0005875,ACC-001599,2026-05-23,64,medium,risk-model-v3.3,anomalous_share_external
SCR-0005876,ACC-001599,2026-05-22,66,medium,risk-model-v3.2,anomalous_share_external
SCR-0005877,ACC-001599,2026-05-21,67,medium,risk-model-v3.2,anomalous_share_external
SCR-0005878,ACC-001599,2026-05-20,57,medium,risk-model-v3.3,anomalous_share_external
SCR-0005879,ACC-001599,2026-05-19,58,medium,risk-model-v3.3,anomalous_share_external
SCR-0005880,ACC-001599,2026-05-18,57,medium,risk-model-v3.4,anomalous_share_external
SCR-0005881,ACC-001599,2026-05-17,65,medium,risk-model-v3.4,anomalous_share_external
SCR-0005882,ACC-001599,2026-05-16,58,medium,risk-model-v3.3,anomalous_share_external
SCR-0005883,ACC-001599,2026-05-15,57,medium,risk-model-v3.4,anomalous_share_external
SCR-0005884,ACC-001599,2026-05-14,55,medium,risk-model-v3.2,anomalous_share_external
SCR-0005885,ACC-001599,2026-05-13,59,medium,risk-model-v3.3,anomalous_share_external
SCR-0005886,ACC-001599,2026-05-12,53,medium,risk-model-v3.3,anomalous_share_external
SCR-0005887,ACC-001599,2026-05-11,58,medium,risk-model-v3.4,anomalous_share_external
SCR-0005888,ACC-001599,2026-05-10,67,medium,risk-model-v3.2,anomalous_share_external
SCR-0005889,ACC-001599,2026-05-09,65,medium,risk-model-v3.4,anomalous_share_external
SCR-0005890,ACC-001599,2026-05-08,56,medium,risk-model-v3.3,anomalous_share_external
SCR-0005891,ACC-001599,2026-05-07,61,medium,risk-model-v3.2,anomalous_share_external
SCR-0005892,ACC-001599,2026-05-06,57,medium,risk-model-v3.2,anomalous_share_external
SCR-0005893,ACC-001599,2026-05-05,55,medium,risk-model-v3.3,anomalous_share_external
SCR-0005894,ACC-001599,2026-05-04,59,medium,risk-model-v3.3,anomalous_share_external
SCR-0005895,ACC-001599,2026-05-03,59,medium,risk-model-v3.3,anomalous_share_external
SCR-0005896,ACC-000304,2026-06-01,100,critical,risk-model-v3.2,api_token_abuse
SCR-0005897,ACC-000304,2026-05-31,94,critical,risk-model-v3.3,api_token_abuse
SCR-0005898,ACC-000304,2026-05-30,93,critical,risk-model-v3.3,api_token_abuse
SCR-0005899,ACC-000304,2026-05-29,94,critical,risk-model-v3.4,api_token_abuse
SCR-0005900,ACC-000304,2026-05-28,88,high,risk-model-v3.4,api_token_abuse
SCR-0005901,ACC-000304,2026-05-27,87,high,risk-model-v3.4,api_token_abuse
SCR-0005902,ACC-000304,2026-05-26,93,critical,risk-model-v3.3,api_token_abuse
SCR-0005903,ACC-000304,2026-05-25,98,critical,risk-model-v3.2,api_token_abuse
SCR-0005904,ACC-000304,2026-05-24,89,high,risk-model-v3.3,api_token_abuse
SCR-0005905,ACC-000304,2026-05-23,87,high,risk-model-v3.3,api_token_abuse
SCR-0005906,ACC-000304,2026-05-22,94,critical,risk-model-v3.3,api_token_abuse
SCR-0005907,ACC-000304,2026-05-21,100,critical,risk-model-v3.2,api_token_abuse
SCR-0005908,ACC-000304,2026-05-20,88,high,risk-model-v3.4,api_token_abuse
SCR-0005909,ACC-000304,2026-05-19,99,critical,risk-model-v3.4,api_token_abuse
SCR-0005910,ACC-000304,2026-05-18,95,critical,risk-model-v3.2,api_token_abuse
SCR-0005911,ACC-000304,2026-05-17,91,critical,risk-model-v3.2,api_token_abuse
SCR-0005912,ACC-000304,2026-05-16,90,critical,risk-model-v3.2,api_token_abuse
SCR-0005913,ACC-000304,2026-05-15,98,critical,risk-model-v3.4,api_token_abuse
SCR-0005914,ACC-000304,2026-05-14,100,critical,risk-model-v3.4,api_token_abuse
SCR-0005915,ACC-000304,2026-05-13,92,critical,risk-model-v3.2,api_token_abuse
SCR-0005916,ACC-000304,2026-05-12,96,critical,risk-model-v3.3,api_token_abuse
SCR-0005917,ACC-000304,2026-05-11,100,critical,risk-model-v3.2,api_token_abuse
SCR-0005918,ACC-000304,2026-05-10,100,critical,risk-model-v3.3,api_token_abuse
SCR-0005919,ACC-000304,2026-05-09,92,critical,risk-model-v3.3,api_token_abuse
SCR-0005920,ACC-000304,2026-05-08,98,critical,risk-model-v3.3,api_token_abuse
SCR-0005921,ACC-000304,2026-05-07,87,high,risk-model-v3.3,api_token_abuse
SCR-0005922,ACC-000304,2026-05-06,94,critical,risk-model-v3.3,api_token_abuse
SCR-0005923,ACC-000304,2026-05-05,100,critical,risk-model-v3.2,api_token_abuse
SCR-0005924,ACC-000304,2026-05-04,89,high,risk-model-v3.3,api_token_abuse
SCR-0005925,ACC-000304,2026-05-03,89,high,risk-model-v3.3,api_token_abuse
SCR-0005926,ACC-001218,2026-06-01,64,medium,risk-model-v3.4,new_device_burst
SCR-0005927,ACC-001218,2026-05-30,52,medium,risk-model-v3.3,new_device_burst
SCR-0005928,ACC-001218,2026-05-28,62,medium,risk-model-v3.3,new_device_burst
SCR-0005929,ACC-001218,2026-05-26,61,medium,risk-model-v3.2,new_device_burst
SCR-0005930,ACC-001218,2026-05-24,51,medium,risk-model-v3.2,new_device_burst
SCR-0005931,ACC-001218,2026-05-22,53,medium,risk-model-v3.3,new_device_burst
SCR-0005932,ACC-001218,2026-05-20,51,medium,risk-model-v3.2,new_device_burst
SCR-0005933,ACC-001218,2026-05-18,49,medium,risk-model-v3.4,new_device_burst
SCR-0005934,ACC-001218,2026-05-16,52,medium,risk-model-v3.4,new_device_burst
SCR-0005935,ACC-001218,2026-05-14,60,medium,risk-model-v3.4,new_device_burst
SCR-0005936,ACC-001218,2026-05-12,49,medium,risk-model-v3.2,new_device_burst
SCR-0005937,ACC-001218,2026-05-10,53,medium,risk-model-v3.3,new_device_burst
SCR-0005938,ACC-001218,2026-05-08,57,medium,risk-model-v3.2,new_device_burst
SCR-0005939,ACC-001218,2026-05-06,55,medium,risk-model-v3.2,new_device_burst
SCR-0005940,ACC-001218,2026-05-04,61,medium,risk-model-v3.2,new_device_burst
SCR-0005941,ACC-000145,2026-06-01,65,medium,risk-model-v3.2,impossible_travel
SCR-0005942,ACC-000145,2026-05-29,66,medium,risk-model-v3.3,impossible_travel
SCR-0005943,ACC-000145,2026-05-26,62,medium,risk-model-v3.3,impossible_travel
SCR-0005944,ACC-000145,2026-05-23,68,medium,risk-model-v3.4,impossible_travel
SCR-0005945,ACC-000145,2026-05-20,73,high,risk-model-v3.4,impossible_travel
SCR-0005946,ACC-000145,2026-05-17,59,medium,risk-model-v3.3,impossible_travel
SCR-0005947,ACC-000145,2026-05-14,64,medium,risk-model-v3.4,impossible_travel
SCR-0005948,ACC-000145,2026-05-11,58,medium,risk-model-v3.4,impossible_travel
SCR-0005949,ACC-000145,2026-05-08,72,high,risk-model-v3.4,impossible_travel
SCR-0005950,ACC-000145,2026-05-05,74,high,risk-model-v3.4,impossible_travel
SCR-0005951,ACC-000012,2026-06-01,53,medium,risk-model-v3.2,geo_velocity
SCR-0005952,ACC-000012,2026-05-31,65,medium,risk-model-v3.2,geo_velocity
SCR-0005953,ACC-000012,2026-05-30,54,medium,risk-model-v3.2,geo_velocity
SCR-0005954,ACC-000012,2026-05-29,53,medium,risk-model-v3.2,geo_velocity
SCR-0005955,ACC-000012,2026-05-28,65,medium,risk-model-v3.3,geo_velocity
SCR-0005956,ACC-000012,2026-05-27,61,medium,risk-model-v3.3,geo_velocity
SCR-0005957,ACC-000012,2026-05-26,59,medium,risk-model-v3.4,geo_velocity
SCR-0005958,ACC-000012,2026-05-25,66,medium,risk-model-v3.2,geo_velocity
SCR-0005959,ACC-000012,2026-05-24,67,medium,risk-model-v3.4,geo_velocity
SCR-0005960,ACC-000012,2026-05-23,54,medium,risk-model-v3.3,geo_velocity
SCR-0005961,ACC-000012,2026-05-22,57,medium,risk-model-v3.3,geo_velocity
SCR-0005962,ACC-000012,2026-05-21,63,medium,risk-model-v3.2,geo_velocity
SCR-0005963,ACC-000012,2026-05-20,62,medium,risk-model-v3.2,geo_velocity
SCR-0005964,ACC-000012,2026-05-19,67,medium,risk-model-v3.3,geo_velocity
SCR-0005965,ACC-000012,2026-05-18,56,medium,risk-model-v3.4,geo_velocity
SCR-0005966,ACC-000012,2026-05-17,54,medium,risk-model-v3.4,geo_velocity
SCR-0005967,ACC-000012,2026-05-16,62,medium,risk-model-v3.4,geo_velocity
SCR-0005968,ACC-000012,2026-05-15,57,medium,risk-model-v3.4,geo_velocity
SCR-0005969,ACC-000012,2026-05-14,64,medium,risk-model-v3.2,geo_velocity
SCR-0005970,ACC-000012,2026-05-13,53,medium,risk-model-v3.4,geo_velocity
SCR-0005971,ACC-000012,2026-05-12,57,medium,risk-model-v3.3,geo_velocity
SCR-0005972,ACC-000012,2026-05-11,55,medium,risk-model-v3.2,geo_velocity
SCR-0005973,ACC-000012,2026-05-10,67,medium,risk-model-v3.2,geo_velocity
SCR-0005974,ACC-000012,2026-05-09,65,medium,risk-model-v3.2,geo_velocity
SCR-0005975,ACC-000012,2026-05-08,67,medium,risk-model-v3.2,geo_velocity
SCR-0005976,ACC-000012,2026-05-07,69,medium,risk-model-v3.3,geo_velocity
SCR-0005977,ACC-000012,2026-05-06,60,medium,risk-model-v3.4,geo_velocity
SCR-0005978,ACC-000012,2026-05-05,64,medium,risk-model-v3.2,geo_velocity
SCR-0005979,ACC-000012,2026-05-04,65,medium,risk-model-v3.3,geo_velocity
SCR-0005980,ACC-000012,2026-05-03,56,medium,risk-model-v3.2,geo_velocity
SCR-0005981,ACC-000947,2026-06-01,47,medium,risk-model-v3.2,impossible_travel
SCR-0005982,ACC-000947,2026-05-30,49,medium,risk-model-v3.2,impossible_travel
