signal_id,account_id,signal_type,signal_value,weight,observed_at
SIG-0001395,ACC-000204,mfa_fatigue,0.441,2.52,2026-05-26 01:18:58
SIG-0001396,ACC-000204,new_device_burst,0.938,0.67,2026-05-25 02:37:46
SIG-0001397,ACC-000204,data_staging,0.884,0.85,2026-04-19 12:51:53
SIG-0001398,ACC-000706,mass_file_download,0.311,4.84,2026-04-01 06:55:29
SIG-0001399,ACC-000706,bulk_account_creation,0.351,4.78,2026-04-17 22:17:01
SIG-0001400,ACC-000706,credential_stuffing,0.122,0.75,2026-03-04 22:11:06
SIG-0001401,ACC-000706,impossible_travel,0.995,4.77,2026-03-13 22:54:08
SIG-0001402,ACC-000706,malware_callback,0.438,2.58,2026-03-22 22:33:05
SIG-0001403,ACC-000706,mfa_fatigue,0.393,1.26,2026-05-25 14:59:58
SIG-0001404,ACC-000706,mass_file_download,0.286,0.97,2026-05-15 15:16:21
SIG-0001405,ACC-000706,off_hours_admin,0.57,3.96,2026-05-09 03:44:06
SIG-0001406,ACC-000706,suspicious_oauth_grant,0.455,3.56,2026-05-14 13:21:20
SIG-0001407,ACC-001405,new_device_burst,0.47,0.7,2026-04-06 22:31:28
SIG-0001408,ACC-001405,new_device_burst,0.972,4.04,2026-04-12 14:59:48
SIG-0001409,ACC-001405,suspicious_oauth_grant,0.347,2.52,2026-05-28 09:50:10
SIG-0001410,ACC-001405,geo_velocity,0.37,2.51,2026-03-05 04:19:51
SIG-0001411,ACC-001405,mfa_fatigue,0.295,1.86,2026-05-30 21:32:43
SIG-0001412,ACC-001405,new_device_burst,0.885,3.2,2026-04-17 09:21:44
SIG-0001413,ACC-001405,credential_stuffing,0.3,2.28,2026-03-15 12:55:28
SIG-0001414,ACC-001405,anomalous_share_external,0.94,2.4,2026-03-31 00:10:02
SIG-0001415,ACC-001496,anomalous_share_external,0.54,2.43,2026-05-17 05:49:54
SIG-0001416,ACC-001496,impossible_travel,0.934,4.94,2026-03-15 08:38:03
SIG-0001417,ACC-001496,api_token_abuse,0.391,0.9,2026-05-01 22:07:36
SIG-0001418,ACC-001879,malware_callback,0.892,3.67,2026-03-07 16:38:08
SIG-0001419,ACC-001879,geo_velocity,0.763,4.72,2026-03-06 06:53:00
SIG-0001420,ACC-001879,credential_stuffing,0.503,3.29,2026-03-06 01:42:24
SIG-0001421,ACC-001879,malware_callback,0.658,3.04,2026-05-20 00:47:25
SIG-0001422,ACC-001879,malware_callback,0.717,4.19,2026-04-18 17:23:56
SIG-0001423,ACC-001879,geo_velocity,0.461,3.87,2026-06-01 14:41:30
SIG-0001424,ACC-001665,impossible_travel,0.301,4.63,2026-04-02 04:16:32
SIG-0001425,ACC-000136,anomalous_share_external,0.406,1.64,2026-03-22 03:47:07
SIG-0001426,ACC-000136,mass_file_download,0.562,0.87,2026-05-05 23:53:53
SIG-0001427,ACC-000136,api_token_abuse,0.505,4.69,2026-04-20 04:08:43
SIG-0001428,ACC-000136,data_staging,0.946,1.02,2026-04-11 13:02:58
SIG-0001429,ACC-001967,malware_callback,0.481,3.8,2026-03-13 07:06:58
SIG-0001430,ACC-001967,impossible_travel,0.911,1.93,2026-05-16 21:54:56
SIG-0001431,ACC-001967,api_token_abuse,0.598,3.68,2026-05-19 03:50:08
SIG-0001432,ACC-001967,api_token_abuse,0.59,3.21,2026-05-30 03:53:37
SIG-0001433,ACC-001967,data_staging,0.443,3.55,2026-03-06 08:20:55
SIG-0001434,ACC-001967,impossible_travel,0.939,3.87,2026-03-19 09:49:31
SIG-0001435,ACC-001967,data_staging,0.853,2.89,2026-04-26 22:01:13
SIG-0001436,ACC-001967,anomalous_share_external,0.496,3.88,2026-03-31 19:05:47
SIG-0001437,ACC-001599,mass_file_download,0.537,0.98,2026-03-12 16:35:42
SIG-0001438,ACC-001599,data_staging,0.281,1.99,2026-04-17 10:56:33
SIG-0001439,ACC-001599,anomalous_share_external,0.534,1.32,2026-03-04 14:34:46
SIG-0001440,ACC-000304,api_token_abuse,0.311,4.88,2026-05-15 05:56:32
SIG-0001441,ACC-001218,off_hours_admin,0.983,4.62,2026-05-08 23:53:41
SIG-0001442,ACC-001218,new_device_burst,0.929,2.38,2026-04-08 10:35:35
SIG-0001443,ACC-001218,credential_stuffing,0.4,4.26,2026-03-08 15:44:47
SIG-0001444,ACC-001218,bulk_account_creation,0.977,2.39,2026-04-05 05:22:03
SIG-0001445,ACC-000145,impossible_travel,0.548,3.93,2026-04-09 06:24:34
SIG-0001446,ACC-000145,mass_file_download,0.923,3.13,2026-03-25 21:13:08
SIG-0001447,ACC-000145,impossible_travel,0.502,4.74,2026-05-22 10:27:52
SIG-0001448,ACC-000145,bulk_account_creation,0.397,2.57,2026-04-14 20:13:52
SIG-0001449,ACC-000145,anomalous_share_external,0.704,2.56,2026-04-17 14:15:55
SIG-0001450,ACC-000145,anomalous_share_external,0.78,1.9,2026-05-02 18:43:20
SIG-0001451,ACC-000145,malware_callback,0.221,1.41,2026-05-31 02:42:03
SIG-0001452,ACC-000012,suspicious_oauth_grant,0.914,0.75,2026-04-28 18:39:17
SIG-0001453,ACC-000012,anomalous_share_external,0.659,3.41,2026-05-15 10:19:14
SIG-0001454,ACC-000012,credential_stuffing,0.85,3.79,2026-04-27 06:26:55
SIG-0001455,ACC-000012,geo_velocity,0.13,2.69,2026-05-25 22:28:58
SIG-0001456,ACC-000012,off_hours_admin,0.466,0.86,2026-05-27 12:36:20
SIG-0001457,ACC-000012,anomalous_share_external,0.279,3.32,2026-03-10 19:23:42
SIG-0001458,ACC-000012,geo_velocity,0.612,4.29,2026-03-31 16:30:11
SIG-0001459,ACC-000947,impossible_travel,0.45,4.48,2026-05-14 17:21:48
SIG-0001460,ACC-000947,credential_stuffing,0.151,3.86,2026-04-26 18:52:56
SIG-0001461,ACC-000947,malware_callback,0.311,3.99,2026-04-04 06:06:38
SIG-0001462,ACC-000947,mass_file_download,0.432,0.9,2026-05-16 05:14:29
SIG-0001463,ACC-000947,api_token_abuse,0.717,4.57,2026-05-17 02:53:50
SIG-0001464,ACC-000947,mass_file_download,0.443,3.12,2026-03-16 02:18:27
SIG-0001465,ACC-000947,off_hours_admin,0.289,3.03,2026-05-08 15:16:45
SIG-0001466,ACC-000947,impossible_travel,0.968,2.1,2026-05-04 09:49:33
SIG-0001467,ACC-000300,anomalous_share_external,0.689,3.45,2026-04-27 18:26:14
SIG-0001468,ACC-000300,credential_stuffing,0.38,2.55,2026-03-28 08:48:48
SIG-0001469,ACC-000300,mfa_fatigue,0.578,4.06,2026-03-11 01:51:35
SIG-0001470,ACC-000300,credential_stuffing,0.943,1.73,2026-03-07 05:41:27
SIG-0001471,ACC-001136,new_device_burst,0.52,3.62,2026-05-30 10:53:44
SIG-0001472,ACC-001136,suspicious_oauth_grant,0.32,2.74,2026-05-29 13:52:49
SIG-0001473,ACC-000164,new_device_burst,0.632,2.08,2026-04-07 23:24:14
SIG-0001474,ACC-000164,mfa_fatigue,0.748,2.73,2026-05-31 02:33:56
SIG-0001475,ACC-001557,anomalous_share_external,0.545,1.8,2026-03-20 17:11:20
SIG-0001476,ACC-001557,credential_stuffing,0.974,1.06,2026-03-10 06:35:22
SIG-0001477,ACC-001557,api_token_abuse,0.837,2.91,2026-05-09 07:53:55
SIG-0001478,ACC-001557,bulk_account_creation,0.908,3.32,2026-04-01 01:46:44
SIG-0001479,ACC-001557,new_device_burst,0.977,1.67,2026-03-13 12:29:04
SIG-0001480,ACC-001129,mass_file_download,0.396,4.28,2026-03-27 12:40:09
SIG-0001481,ACC-001129,bulk_account_creation,0.216,4.91,2026-05-08 13:03:43
SIG-0001482,ACC-001129,suspicious_oauth_grant,0.345,4.11,2026-04-27 05:27:36
SIG-0001483,ACC-001129,off_hours_admin,0.73,1.51,2026-04-15 16:24:11
SIG-0001484,ACC-000867,new_device_burst,0.693,3.62,2026-03-07 12:20:26
SIG-0001485,ACC-000867,impossible_travel,0.58,3.23,2026-04-07 14:25:49
SIG-0001486,ACC-000867,impossible_travel,0.863,4.78,2026-05-07 09:56:37
SIG-0001487,ACC-000867,data_staging,0.339,0.51,2026-05-28 17:25:45
SIG-0001488,ACC-000175,geo_velocity,0.905,0.92,2026-03-10 08:32:06
SIG-0001489,ACC-000175,new_device_burst,0.249,2.5,2026-04-20 15:42:15
SIG-0001490,ACC-000175,api_token_abuse,0.426,4.42,2026-04-15 18:46:40
SIG-0001491,ACC-000175,anomalous_share_external,0.961,1.29,2026-03-31 02:26:34
SIG-0001492,ACC-000175,anomalous_share_external,0.18,0.93,2026-04-15 11:14:26
SIG-0001493,ACC-000175,anomalous_share_external,0.271,3.28,2026-05-11 01:48:10
SIG-0001494,ACC-000175,suspicious_oauth_grant,0.331,3.36,2026-03-12 20:53:24
SIG-0001495,ACC-000175,data_staging,0.839,3.91,2026-04-07 14:22:52
SIG-0001496,ACC-000903,credential_stuffing,0.814,3.39,2026-05-05 04:19:27
SIG-0001497,ACC-000903,off_hours_admin,0.719,2.84,2026-03-05 10:06:24
SIG-0001498,ACC-000903,mfa_fatigue,0.384,0.54,2026-03-12 14:38:14
SIG-0001499,ACC-000903,off_hours_admin,0.807,3.36,2026-05-03 10:26:35
SIG-0001500,ACC-000903,anomalous_share_external,0.511,2.93,2026-04-08 05:44:35
SIG-0001501,ACC-001637,bulk_account_creation,0.18,3.25,2026-05-29 06:10:37
SIG-0001502,ACC-001344,off_hours_admin,0.924,3.3,2026-05-25 02:01:55
SIG-0001503,ACC-001344,new_device_burst,0.652,3.64,2026-04-02 02:16:54
SIG-0001504,ACC-001344,mfa_fatigue,0.164,2.98,2026-04-17 21:29:47
SIG-0001505,ACC-001344,anomalous_share_external,0.337,0.56,2026-05-07 20:38:27
SIG-0001506,ACC-000542,suspicious_oauth_grant,0.825,4.71,2026-03-06 13:52:58
SIG-0001507,ACC-000542,credential_stuffing,0.85,1.07,2026-03-22 14:31:22
SIG-0001508,ACC-000542,mass_file_download,0.407,2.82,2026-03-09 22:56:26
SIG-0001509,ACC-000542,bulk_account_creation,0.783,3.67,2026-03-27 20:51:23
SIG-0001510,ACC-000542,data_staging,0.54,1.23,2026-04-21 15:03:32
SIG-0001511,ACC-000542,bulk_account_creation,0.893,2.55,2026-03-14 05:35:32
SIG-0001512,ACC-000542,anomalous_share_external,0.78,4.05,2026-03-18 01:39:34
SIG-0001513,ACC-000542,malware_callback,0.208,3.49,2026-04-13 05:38:54
SIG-0001514,ACC-001707,geo_velocity,0.715,3.14,2026-05-28 03:13:56
SIG-0001515,ACC-001707,malware_callback,0.683,1.3,2026-03-03 18:47:01
SIG-0001516,ACC-001620,mass_file_download,0.722,1.18,2026-04-07 20:52:14
SIG-0001517,ACC-001620,new_device_burst,0.283,0.95,2026-03-27 22:50:41
SIG-0001518,ACC-001620,mass_file_download,0.541,3.95,2026-05-08 10:15:14
SIG-0001519,ACC-001620,credential_stuffing,0.104,0.99,2026-04-20 02:37:14
SIG-0001520,ACC-001620,data_staging,0.262,4.16,2026-04-20 15:43:24
SIG-0001521,ACC-001620,geo_velocity,0.736,2.63,2026-03-15 22:36:48
SIG-0001522,ACC-000432,suspicious_oauth_grant,0.477,0.67,2026-05-26 19:40:07
SIG-0001523,ACC-000432,off_hours_admin,0.924,3.54,2026-03-03 04:24:35
SIG-0001524,ACC-000432,data_staging,0.983,4.5,2026-04-27 01:19:52
SIG-0001525,ACC-000432,mass_file_download,0.796,2.55,2026-03-21 18:15:54
SIG-0001526,ACC-000432,mfa_fatigue,0.388,2.56,2026-04-27 05:09:57
SIG-0001527,ACC-000432,malware_callback,0.812,1.91,2026-05-29 06:56:51
SIG-0001528,ACC-000432,credential_stuffing,0.218,1.53,2026-05-16 13:11:56
SIG-0001529,ACC-000432,bulk_account_creation,0.603,1.51,2026-04-19 04:46:15
SIG-0001530,ACC-000795,impossible_travel,0.485,4.54,2026-04-26 21:21:44
SIG-0001531,ACC-000795,mass_file_download,0.632,4.51,2026-04-06 14:57:14
SIG-0001532,ACC-000529,suspicious_oauth_grant,0.73,1.04,2026-05-12 23:42:04
SIG-0001533,ACC-000529,geo_velocity,0.853,3.09,2026-04-10 16:09:35
SIG-0001534,ACC-001592,geo_velocity,0.353,3.58,2026-05-24 22:52:03
SIG-0001535,ACC-000585,new_device_burst,0.885,0.63,2026-04-18 12:47:08
SIG-0001536,ACC-000585,anomalous_share_external,0.324,1.96,2026-04-14 15:09:11
SIG-0001537,ACC-000585,bulk_account_creation,0.125,3.25,2026-04-18 18:38:49
SIG-0001538,ACC-000585,bulk_account_creation,0.21,2.94,2026-04-30 12:02:52
SIG-0001539,ACC-000585,new_device_burst,0.618,4.33,2026-04-29 20:00:00
SIG-0001540,ACC-000585,data_staging,0.888,3.05,2026-05-02 14:53:12
SIG-0001541,ACC-000585,impossible_travel,0.833,3.64,2026-04-22 02:29:36
SIG-0001542,ACC-000116,credential_stuffing,0.644,1.26,2026-03-07 08:48:22
SIG-0001543,ACC-000116,mass_file_download,0.387,0.97,2026-03-31 15:05:07
SIG-0001544,ACC-000116,anomalous_share_external,0.375,4.97,2026-04-06 12:13:19
SIG-0001545,ACC-000116,off_hours_admin,0.413,4.33,2026-04-05 21:22:23
SIG-0001546,ACC-000001,suspicious_oauth_grant,0.675,0.99,2026-03-21 12:33:01
SIG-0001547,ACC-001432,suspicious_oauth_grant,0.361,1.9,2026-04-14 06:08:46
SIG-0001548,ACC-001432,new_device_burst,0.442,4.97,2026-03-27 11:29:23
SIG-0001549,ACC-001431,mass_file_download,0.208,1.06,2026-03-19 16:12:51
SIG-0001550,ACC-001431,off_hours_admin,0.895,1.72,2026-03-19 11:00:24
SIG-0001551,ACC-001431,mass_file_download,0.812,3.62,2026-05-19 03:25:50
SIG-0001552,ACC-000083,off_hours_admin,0.447,2.98,2026-05-06 05:35:44
SIG-0001553,ACC-000083,new_device_burst,0.663,3.53,2026-04-28 09:12:23
SIG-0001554,ACC-001448,off_hours_admin,0.114,1.47,2026-03-04 17:07:35
SIG-0001555,ACC-001448,data_staging,0.553,2.51,2026-05-18 12:31:42
SIG-0001556,ACC-001448,credential_stuffing,0.519,4.21,2026-03-14 11:36:02
SIG-0001557,ACC-001448,new_device_burst,0.902,4.71,2026-04-04 16:47:39
SIG-0001558,ACC-001448,geo_velocity,0.103,3.03,2026-04-02 03:05:44
SIG-0001559,ACC-001448,mass_file_download,0.833,3.66,2026-04-15 20:00:39
SIG-0001560,ACC-001448,mass_file_download,0.146,1.21,2026-05-04 03:53:30
SIG-0001561,ACC-001448,new_device_burst,0.348,0.94,2026-05-14 15:33:28
SIG-0001562,ACC-001448,mfa_fatigue,0.448,3.89,2026-05-04 02:09:03
SIG-0001563,ACC-000031,api_token_abuse,0.234,2.55,2026-03-20 05:54:42
SIG-0001564,ACC-000031,api_token_abuse,0.961,2.93,2026-03-29 12:08:11
SIG-0001565,ACC-000031,suspicious_oauth_grant,0.929,3.24,2026-03-28 12:15:44
SIG-0001566,ACC-000031,credential_stuffing,0.891,1.3,2026-03-17 02:55:40
SIG-0001567,ACC-000564,malware_callback,0.355,3.3,2026-03-06 21:48:18
SIG-0001568,ACC-000564,bulk_account_creation,0.709,2.07,2026-04-15 10:07:45
SIG-0001569,ACC-000564,off_hours_admin,0.39,3.38,2026-04-28 03:55:31
SIG-0001570,ACC-000564,data_staging,0.772,1.65,2026-04-03 12:37:10
SIG-0001571,ACC-000564,suspicious_oauth_grant,0.228,2.83,2026-04-22 04:27:45
SIG-0001572,ACC-000564,credential_stuffing,0.637,3.89,2026-03-18 03:07:02
SIG-0001573,ACC-000564,mfa_fatigue,0.82,0.54,2026-03-30 23:25:05
SIG-0001574,ACC-000564,api_token_abuse,0.351,4.03,2026-05-09 19:54:49
SIG-0001575,ACC-001357,malware_callback,0.12,0.9,2026-03-13 19:39:35
SIG-0001576,ACC-001357,mfa_fatigue,0.394,4.81,2026-05-26 07:52:59
SIG-0001577,ACC-001357,malware_callback,0.26,1.55,2026-03-29 10:17:04
SIG-0001578,ACC-001357,api_token_abuse,0.743,0.98,2026-05-05 20:11:01
SIG-0001579,ACC-001357,data_staging,0.777,3.05,2026-03-11 16:40:53
SIG-0001580,ACC-001357,credential_stuffing,0.702,3.76,2026-04-03 07:36:42
SIG-0001581,ACC-000702,bulk_account_creation,0.716,4.82,2026-03-17 23:00:13
SIG-0001582,ACC-000822,geo_velocity,0.877,2.17,2026-04-14 00:06:35
SIG-0001583,ACC-000822,malware_callback,0.791,4.78,2026-06-01 20:36:20
SIG-0001584,ACC-001461,new_device_burst,0.41,2.39,2026-03-24 23:16:07
SIG-0001585,ACC-001461,off_hours_admin,0.779,3.55,2026-04-30 13:19:56
SIG-0001586,ACC-001461,malware_callback,0.936,3.07,2026-05-31 18:16:31
SIG-0001587,ACC-001541,mfa_fatigue,0.309,4.02,2026-05-28 12:56:01
SIG-0001588,ACC-000991,malware_callback,0.139,4.08,2026-05-30 01:14:01
SIG-0001589,ACC-000991,impossible_travel,0.384,3.85,2026-03-17 21:54:11
SIG-0001590,ACC-000991,impossible_travel,0.263,4.98,2026-04-24 05:24:04
SIG-0001591,ACC-000991,bulk_account_creation,0.729,3.59,2026-03-18 15:01:10
SIG-0001592,ACC-000991,mfa_fatigue,0.313,1.51,2026-04-06 15:46:03
SIG-0001593,ACC-000991,off_hours_admin,0.906,1.53,2026-04-19 09:43:14
SIG-0001594,ACC-000991,suspicious_oauth_grant,0.999,4.94,2026-05-01 18:43:36
SIG-0001595,ACC-001051,data_staging,0.328,2.19,2026-05-02 04:24:51
SIG-0001596,ACC-000439,credential_stuffing,0.739,3.0,2026-03-14 05:08:19
SIG-0001597,ACC-000439,bulk_account_creation,0.95,1.27,2026-04-11 07:39:41
SIG-0001598,ACC-000439,suspicious_oauth_grant,0.23,0.88,2026-03-11 04:32:56
SIG-0001599,ACC-000439,impossible_travel,0.387,4.26,2026-04-25 21:12:54
SIG-0001600,ACC-000439,data_staging,0.646,0.97,2026-04-06 06:37:35
SIG-0001601,ACC-000439,bulk_account_creation,0.758,3.63,2026-04-25 04:18:22
SIG-0001602,ACC-000439,anomalous_share_external,0.833,2.76,2026-05-05 09:36:34
SIG-0001603,ACC-000341,suspicious_oauth_grant,0.977,1.57,2026-03-20 07:03:26
SIG-0001604,ACC-000341,data_staging,0.796,1.17,2026-04-25 10:24:12
SIG-0001605,ACC-000341,api_token_abuse,0.412,3.23,2026-03-19 19:50:03
SIG-0001606,ACC-000341,bulk_account_creation,0.119,1.87,2026-05-30 04:41:45
SIG-0001607,ACC-000163,off_hours_admin,0.403,3.76,2026-03-03 08:24:52
SIG-0001608,ACC-000069,new_device_burst,0.363,4.57,2026-04-20 17:24:14
SIG-0001609,ACC-000069,suspicious_oauth_grant,0.851,4.2,2026-03-14 10:40:12
SIG-0001610,ACC-000069,anomalous_share_external,0.169,3.17,2026-04-07 02:59:43
SIG-0001611,ACC-000073,new_device_burst,0.188,4.44,2026-03-09 11:52:48
SIG-0001612,ACC-000073,mfa_fatigue,0.767,1.32,2026-04-09 08:31:35
SIG-0001613,ACC-000073,mass_file_download,0.654,5.0,2026-04-04 19:59:08
SIG-0001614,ACC-000073,anomalous_share_external,0.85,0.51,2026-03-20 07:34:55
SIG-0001615,ACC-000073,credential_stuffing,0.334,0.61,2026-03-05 09:18:33
SIG-0001616,ACC-000324,mass_file_download,0.946,3.62,2026-03-28 14:39:04
SIG-0001617,ACC-000324,anomalous_share_external,0.88,2.65,2026-03-04 04:13:32
SIG-0001618,ACC-000324,mfa_fatigue,0.541,1.26,2026-03-07 14:49:17
SIG-0001619,ACC-000324,credential_stuffing,0.109,1.85,2026-05-27 20:16:45
SIG-0001620,ACC-000324,data_staging,0.739,4.91,2026-04-14 04:22:44
SIG-0001621,ACC-000324,geo_velocity,0.22,4.94,2026-04-10 22:31:10
SIG-0001622,ACC-000324,mass_file_download,0.551,2.18,2026-05-11 03:33:34
SIG-0001623,ACC-000324,mfa_fatigue,0.824,4.54,2026-03-13 16:19:09
SIG-0001624,ACC-000324,impossible_travel,0.387,1.09,2026-04-13 23:49:14
SIG-0001625,ACC-001016,anomalous_share_external,0.856,1.34,2026-05-08 00:24:17
SIG-0001626,ACC-001016,malware_callback,0.887,1.47,2026-03-17 13:28:04
SIG-0001627,ACC-001016,anomalous_share_external,0.346,1.26,2026-03-05 16:09:57
SIG-0001628,ACC-001016,impossible_travel,0.228,4.49,2026-05-08 19:50:30
SIG-0001629,ACC-001016,mfa_fatigue,0.508,2.4,2026-05-27 16:32:58
SIG-0001630,ACC-001016,credential_stuffing,0.421,2.56,2026-05-24 21:52:06
SIG-0001631,ACC-001016,api_token_abuse,0.592,2.82,2026-04-15 14:42:34
SIG-0001632,ACC-001016,mfa_fatigue,0.573,1.43,2026-05-12 13:43:02
SIG-0001633,ACC-001338,new_device_burst,0.301,4.27,2026-05-16 23:50:33
SIG-0001634,ACC-001338,new_device_burst,0.854,2.24,2026-05-05 18:27:39
SIG-0001635,ACC-001338,anomalous_share_external,0.611,1.91,2026-03-13 14:53:20
SIG-0001636,ACC-001338,bulk_account_creation,0.578,3.48,2026-05-24 23:00:14
SIG-0001637,ACC-000128,api_token_abuse,0.152,3.24,2026-04-19 01:32:59
SIG-0001638,ACC-000128,bulk_account_creation,0.758,4.01,2026-03-13 23:50:27
SIG-0001639,ACC-000128,malware_callback,0.814,3.61,2026-03-11 10:32:17
SIG-0001640,ACC-000128,malware_callback,0.95,1.55,2026-03-18 08:23:59
SIG-0001641,ACC-000128,mfa_fatigue,0.898,3.31,2026-03-12 03:33:10
SIG-0001642,ACC-000128,api_token_abuse,0.626,0.92,2026-04-14 07:31:39
SIG-0001643,ACC-000128,anomalous_share_external,0.383,1.37,2026-05-19 03:41:55
SIG-0001644,ACC-000128,credential_stuffing,0.844,2.98,2026-03-30 04:51:12
SIG-0001645,ACC-000128,new_device_burst,0.718,2.39,2026-04-09 01:18:12
SIG-0001646,ACC-001142,off_hours_admin,0.588,2.66,2026-03-19 18:26:29
SIG-0001647,ACC-001064,mass_file_download,0.316,2.93,2026-03-07 11:28:18
SIG-0001648,ACC-001064,suspicious_oauth_grant,0.883,1.05,2026-04-16 12:06:17
SIG-0001649,ACC-001064,new_device_burst,0.566,4.72,2026-03-10 19:57:42
SIG-0001650,ACC-001064,malware_callback,0.465,3.2,2026-05-16 12:17:10
SIG-0001651,ACC-000273,data_staging,0.108,3.34,2026-05-22 11:39:50
SIG-0001652,ACC-000273,impossible_travel,0.545,3.33,2026-05-17 03:59:49
SIG-0001653,ACC-001856,off_hours_admin,0.771,2.55,2026-04-06 15:07:55
SIG-0001654,ACC-001856,mass_file_download,0.875,3.89,2026-03-04 20:19:28
SIG-0001655,ACC-001856,anomalous_share_external,0.482,4.87,2026-04-24 02:00:24
SIG-0001656,ACC-001856,bulk_account_creation,0.578,0.74,2026-04-26 17:29:55
SIG-0001657,ACC-001856,impossible_travel,0.84,3.26,2026-05-14 10:24:53
SIG-0001658,ACC-001856,anomalous_share_external,0.503,2.85,2026-04-10 20:08:08
SIG-0001659,ACC-001856,data_staging,0.777,0.57,2026-04-28 04:12:44
SIG-0001660,ACC-001856,new_device_burst,0.784,4.77,2026-03-11 08:32:29
SIG-0001661,ACC-001856,anomalous_share_external,0.476,2.58,2026-05-25 19:54:34
SIG-0001662,ACC-001345,anomalous_share_external,0.295,2.84,2026-05-20 06:25:30
SIG-0001663,ACC-001345,new_device_burst,0.915,1.71,2026-05-20 22:16:41
SIG-0001664,ACC-001345,bulk_account_creation,0.879,4.86,2026-05-01 04:16:05
SIG-0001665,ACC-001345,suspicious_oauth_grant,0.471,4.38,2026-03-22 19:35:08
SIG-0001666,ACC-001345,mfa_fatigue,0.5,1.12,2026-03-30 12:39:47
SIG-0001667,ACC-001345,off_hours_admin,0.398,3.94,2026-04-04 18:29:28
SIG-0001668,ACC-001278,credential_stuffing,0.263,1.52,2026-04-22 04:06:54
SIG-0001669,ACC-000552,mass_file_download,0.535,2.39,2026-05-01 06:07:59
SIG-0001670,ACC-000552,bulk_account_creation,0.652,0.71,2026-05-07 06:20:56
SIG-0001671,ACC-000552,impossible_travel,0.523,0.92,2026-03-24 13:35:11
SIG-0001672,ACC-000552,mass_file_download,0.564,4.08,2026-03-12 18:15:25
SIG-0001673,ACC-000552,anomalous_share_external,0.952,2.92,2026-05-23 04:07:02
SIG-0001674,ACC-000552,credential_stuffing,0.797,1.03,2026-05-17 23:08:49
SIG-0001675,ACC-000552,mass_file_download,0.843,4.3,2026-05-24 00:32:53
SIG-0001676,ACC-001502,data_staging,0.548,4.17,2026-05-23 20:24:01
SIG-0001677,ACC-001502,anomalous_share_external,0.397,1.25,2026-04-19 07:30:54
SIG-0001678,ACC-001502,off_hours_admin,0.572,2.66,2026-04-16 21:39:11
SIG-0001679,ACC-001502,mfa_fatigue,0.58,0.63,2026-03-18 16:14:14
SIG-0001680,ACC-001502,mass_file_download,0.805,0.58,2026-03-10 07:42:17
SIG-0001681,ACC-001502,off_hours_admin,0.613,2.24,2026-05-22 20:29:41
SIG-0001682,ACC-001502,anomalous_share_external,0.342,0.96,2026-03-31 07:24:52
SIG-0001683,ACC-001502,new_device_burst,0.157,2.2,2026-03-07 05:00:50
SIG-0001684,ACC-001502,impossible_travel,0.797,2.44,2026-05-13 08:27:47
SIG-0001685,ACC-000096,bulk_account_creation,0.246,2.28,2026-04-03 02:49:12
SIG-0001686,ACC-001792,mfa_fatigue,0.336,0.65,2026-03-24 17:32:36
SIG-0001687,ACC-001792,api_token_abuse,0.462,2.57,2026-03-17 12:43:12
SIG-0001688,ACC-001792,anomalous_share_external,0.381,4.67,2026-05-15 18:44:59
SIG-0001689,ACC-001792,mfa_fatigue,0.624,4.16,2026-05-07 16:29:46
SIG-0001690,ACC-001792,new_device_burst,0.195,4.2,2026-06-01 15:01:56
SIG-0001691,ACC-001792,impossible_travel,0.544,3.59,2026-03-11 02:33:11
SIG-0001692,ACC-001792,impossible_travel,0.656,3.41,2026-03-25 20:34:59
SIG-0001693,ACC-001792,off_hours_admin,0.494,4.31,2026-03-04 19:03:59
SIG-0001694,ACC-000581,geo_velocity,0.654,0.9,2026-03-26 11:35:48
SIG-0001695,ACC-000581,suspicious_oauth_grant,0.317,2.76,2026-03-24 04:52:53
SIG-0001696,ACC-000581,new_device_burst,0.179,3.7,2026-04-13 02:08:58
SIG-0001697,ACC-000581,off_hours_admin,0.223,3.27,2026-05-01 21:43:52
SIG-0001698,ACC-000581,bulk_account_creation,0.237,0.65,2026-04-24 03:52:43
SIG-0001699,ACC-000581,bulk_account_creation,0.81,4.2,2026-04-22 23:20:06
SIG-0001700,ACC-000042,data_staging,0.119,4.16,2026-03-30 15:45:44
SIG-0001701,ACC-000042,mfa_fatigue,0.546,1.87,2026-03-17 05:22:43
SIG-0001702,ACC-000042,credential_stuffing,0.247,1.36,2026-05-31 15:16:26
SIG-0001703,ACC-000449,geo_velocity,0.427,2.6,2026-03-15 03:48:29
SIG-0001704,ACC-000449,anomalous_share_external,0.969,2.75,2026-04-09 07:42:34
SIG-0001705,ACC-000449,impossible_travel,0.844,4.17,2026-04-28 01:10:48
SIG-0001706,ACC-000449,suspicious_oauth_grant,0.92,1.67,2026-03-18 19:14:22
SIG-0001707,ACC-000449,suspicious_oauth_grant,0.317,1.31,2026-04-14 13:34:07
SIG-0001708,ACC-000449,mfa_fatigue,0.336,0.58,2026-03-09 13:59:12
SIG-0001709,ACC-000449,new_device_burst,0.41,4.75,2026-03-13 21:48:46
SIG-0001710,ACC-000449,credential_stuffing,0.414,3.73,2026-05-06 09:27:25
SIG-0001711,ACC-000553,impossible_travel,0.297,3.53,2026-04-12 13:37:53
SIG-0001712,ACC-000553,bulk_account_creation,0.967,2.49,2026-04-15 09:32:13
